,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Cleaned Gene Symbols
5700,10711664,0.0767639,0.015,3.1754647,-3.5604739999999997,0.45996761,Acadsb,"acyl-CoA dehydrogenase, short/branched chain",ACADSB
8052,10744348,0.1454196,0.0401,2.4989668999999997,-4.576980000000001,0.43721709,Acadvl,"acyl-CoA dehydrogenase, very long chain",ACADVL
18715,10874776,0.5916083000000001,0.379,-0.9370961999999999,-6.646647,-0.07306426,Acap3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",ACAP3
8247,10917448,0.1530999,0.0432,2.4481618999999997,-4.653479,0.45821945,Acat1,acetyl-CoA acetyltransferase 1,ACAT1
20346,10702945,0.6634502,0.462,-0.7766273,-6.787631,-0.12286997,Acat2,acetyl-CoA acetyltransferase 2,ACAT2
13036,10766214,0.3404008,0.152,-1.6020706,-5.874547,-0.11317984,Acbd3,acyl-CoA binding domain containing 3,ACBD3
2036,10738657,0.0117412,0.000819,5.499926599999999,-0.45971000000000006,0.52630518,Acbd4,acyl-CoA binding domain containing 4,ACBD4
18368,10796785,0.5776199000000001,0.363,0.9705068000000001,-6.614661,0.12599348,Acbd5,acyl-CoA binding domain containing 5,ACBD5
13500,10764814,0.3614152,0.16699999999999998,-1.5365589,-5.961051,-0.1299583,Acbd6,acyl-CoA binding domain containing 6,ACBD6
13160,10810662,0.3454448,0.156,-1.585424,-5.896693,-0.22598698,Acd,adrenocortical dysplasia homolog,ACD
5334,10869808,0.06790410000000001,0.0124,3.3095828000000003,-3.362169,0.36088703,Acer2,alkaline ceramidase 2,ACER2
1489,10783621,0.0071111,0.000363,-6.2855756,0.41426599999999997,-0.5072858,Acin1,apoptotic chromatin condensation inducer 1,ACIN1
7298,10921047,0.1230501,0.0307,2.6784207,-4.306229,0.20153646,Ackr2,atypical chemokine receptor 2,ACKR2
25988,10925291,0.8897577,0.792,0.27427470000000004,-7.07286,0.04513124,Ackr3,atypical chemokine receptor 3,ACKR3
8172,10747371,0.1501698,0.042,2.4673747,-4.624562999999999,0.23856636,Acly,ATP citrate lyase,ACLY
10099,10868255,0.2168393,0.075,-2.079459,-5.202308,-0.18302008,Aco1,aconitase 1,ACO1
14732,10898003,0.4165526,0.21,1.3758248,-6.165193,0.10961024,Aco2,aconitase 2,ACO2
2847,10885857,0.021362799999999998,0.0020800000000000003,4.6816857,-1.462649,0.46744452,Acot1,acyl-CoA thioesterase 1,ACOT1
19829,10795108,0.6408564999999999,0.435,0.8264991,-6.746134,0.21808554,Acot13,acyl-CoA thioesterase 13,ACOT13
6987,10885851,0.11422660000000001,0.0273,2.7587584,-4.1849989999999995,0.42097801,Acot2,acyl-CoA thioesterase 2,ACOT2
8449,10874298,0.1589953,0.046,2.4065467999999997,-4.7160459999999995,0.20762418,Acot7,acyl-CoA thioesterase 7,ACOT7
1209,10851656,0.005287,0.00021899999999999998,6.8110308,0.954132,0.60758315,Acot8,acyl-CoA thioesterase 8,ACOT8
12464,10938077,0.3164677,0.135,1.6827558999999996,-5.7657110000000005,0.29171283,Acot9,acyl-CoA thioesterase 9,ACOT9
5002,10779469,0.06023390000000001,0.0103,3.4419733,-3.168182,0.2574964,Acox2,acyl-CoA oxidase 2,ACOX2
23218,10777492,0.7813326,0.621,0.516444,-6.967067,0.04243535,Acox3,"acyl-CoA oxidase 3, pristanoyl",ACOX3
15671,10890338,0.4566152,0.245,1.2657359,-6.297409,0.16199357,Acp1,"acid phosphatase 1, soluble",ACP1
21094,10837832,0.6934172,0.501,-0.708802,-6.840536999999999,-0.05766627,Acp2,"acid phosphatase 2, lysosomal",ACP2
7637,10817675,0.1324859,0.0346,2.5975504000000003,-4.428298000000001,0.20979794,Acp6,"acid phosphatase 6, lysophosphatidic",ACP6
4384,10746399,0.04680669999999999,0.00703,3.7238841000000003,-2.7618419999999997,0.55376401,Acsf2,acyl-CoA synthetase family member 2,ACSF2
9795,10791677,0.2050904,0.0688,2.1371591,-5.117501,0.4926992,Acsl1,acyl-CoA synthetase long-chain family member 1,ACSL1
6249,10932795,0.0924716,0.0198,2.9809391,-3.8507569999999998,0.39755307,Acsl4,acyl-CoA synthetase long-chain family member 4,ACSL4
11969,10841348,0.2951316,0.121,1.7578054,-5.662429,0.2566526,Acss2,acyl-CoA synthetase short-chain family member 2,ACSS2
7000,10902112,0.1147259,0.0275,2.7545113999999997,-4.1914050000000005,0.54779619,Acss3,acyl-CoA synthetase short-chain family member 3,ACSS3
28031,10811824,0.9650254999999999,0.9259999999999999,0.0961993,-7.1099570000000005,0.01242182,Acta1,"actin, alpha 1, skeletal muscle",ACTA1
19179,10940457,0.6109826999999999,0.401,-0.8920714,-6.688357000000001,-0.07306943,Acta2,"actin, alpha 2, smooth muscle, aorta",ACTA2
19148,10814767,0.6090829000000001,0.39899999999999997,0.8957258,-6.6850320000000005,0.11184436,Actl6a,actin-like 6A,ACTL6A
19641,10890860,0.6308008,0.424,-0.8471597,-6.728317999999999,-0.13716476,Actn1,"actinin, alpha 1",ACTN1
27535,10795736,0.9482280999999999,0.894,0.1383283,-7.104379,0.00989022,Actn2,actinin alpha 2,ACTN2
8288,10727660,0.15391849999999999,0.0437,2.4413204,-4.663772,0.19791167,Actn3,actinin alpha 3,ACTN3
14218,10720274,0.39276300000000003,0.191,-1.442348,-6.082195,-0.12829622,Actn4,actinin alpha 4,ACTN4
27206,10885031,0.9340908000000001,0.87,0.169685,-7.098935000000001,0.02780601,Actr10,actin-related protein 10 homolog,ACTR10
12187,10730575,0.3043708,0.127,-1.724604,-5.708349,-0.15922872,Actr1a,"ARP1 actin-related protein 1 homolog A, centractin alpha",ACTR1A
10533,10927413,0.23611239999999997,0.0851,1.9942189,-5.32653,0.16387738,Actr1b,"ARP1 actin-related protein 1 homolog B, centractin beta",ACTR1B
25118,10778605,0.8558874,0.736,-0.3505557,-7.0462679999999995,-0.028221100000000002,Actr2,ARP2 actin related protein 2 homolog,ACTR2
19735,10859919,0.6369126,0.43,-0.8354248,-6.738481,-0.10543319,Actr3b,ARP3 actin related protein 3 homolog B,ACTR3B
2792,10841778,0.0207477,0.00198,-4.7223002,-1.410536,-0.3879973,Actr5,ARP5 actin-related protein 5 homolog,ACTR5
15106,10901771,0.43490290000000004,0.225,1.3272391000000001,-6.224367,0.21890101,Actr6,ARP6 actin-related protein 6 homolog,ACTR6
1078,10845429,0.004523699999999999,0.000167,-7.105934599999999,1.242618,-0.63511198,Acvr1,activin A receptor type 1,ACVR1
12836,10836072,0.33259809999999995,0.146,-1.6285566999999999,-5.839087,-0.13039461,Acvr2a,activin A receptor type 2A,ACVR2A
25490,10914230,0.8734040999999999,0.762,-0.314424,-7.059651,-0.04699865,Acvr2b,activin A receptor type 2B,ACVR2B
7834,10891264,0.13849029999999998,0.0371,2.5503895,-4.499454,0.20126316,Acyp1,acylphosphatase 1,ACYP1
1390,10851513,0.0063554,0.000303,6.4699653,0.6076050000000001,0.63071598,Ada,adenosine deaminase,ADA
15459,10839103,0.44807659999999994,0.237,1.2892153,-6.269778,0.08575942,Adal,adenosine deaminase-like,ADAL
27821,10738603,0.9570806000000001,0.9109999999999999,0.1151356,-7.107697,0.00801386,Adam11,ADAM metallopeptidase domain 11,ADAM11
2795,10824452,0.0208382,0.00199,4.7178783,-1.416197,0.37616763,Adam15,ADAM metallopeptidase domain 15,ADAM15
12844,10889339,0.33298649999999996,0.146,1.62734,-5.840722,0.15970572,Adam17,ADAM metallopeptidase domain 17,ADAM17
5867,10923877,0.08121160000000001,0.0163,3.1154102999999997,-3.6497870000000003,0.37547047,Adam23,ADAM metallopeptidase domain 23,ADAM23
3029,10788924,0.023775,0.00247,4.5414915,-1.644426,0.45725186,Adam32,ADAM metallopeptidase domain 32,ADAM32
3169,10788899,0.025987,0.00282,4.4326599,-1.7875580000000002,0.33955579,Adam9,ADAM metallopeptidase domain 9,ADAM9
4212,10752839,0.043575199999999994,0.00629,-3.807465,-2.6432990000000003,-0.28336731,Adamts1,"ADAM metallopeptidase with thrombospondin type 1 motif, 1",ADAMTS1
4968,10813694,0.05961280000000001,0.0101,3.45434,-3.150159,0.46306429,Adamts12,"ADAM metallopeptidase with thrombospondin type 1 motif, 12",ADAMTS12
2623,10915933,0.0180924,0.0016300000000000002,-4.8912794,-1.1963549999999998,-0.38248172,Adamts15,"ADAM metallopeptidase with thrombospondin type 1 motif, 15",ADAMTS15
16776,10912174,0.5042137,0.29,1.1429459,-6.436466,0.2433875,Adamts7,"ADAM metallopeptidase with thrombospondin type 1 motif, 7",ADAMTS7
2813,10864185,0.020937900000000002,0.00202,-4.7085084,-1.428204,-0.37431684,Adamts9,"ADAM metallopeptidase with thrombospondin type 1 motif, 9",ADAMTS9
1768,10833985,0.009561499999999999,0.000579,5.8244885,-0.088518,0.46050872,Adamtsl4,ADAMTS-like 4,ADAMTSL4
1153,10816834,0.0049092,0.000194,-6.9425284,1.084013,-0.67582418,Adar,"adenosine deaminase, RNA-specific",ADAR
5767,10829367,0.0785332,0.0155,-3.1509916000000002,-3.596834,-0.39526404,Adarb1,"adenosine deaminase, RNA-specific, B1",ADARB1
475,10886198,0.0017032,2.78e-05,-9.336944500000001,3.1360959999999998,-0.64907989,Adck1,aarF domain containing kinase 1,ADCK1
1727,10854671,0.009251899999999999,0.0005480000000000001,-5.8789169999999995,-0.027692,-0.39449766,Adck2,aarF domain containing kinase 2,ADCK2
6432,10897308,0.09744019999999999,0.0215,-2.9246062999999998,-3.9352910000000003,-0.21940786,Adck5,aarF domain containing kinase 5,ADCK5
2741,10793338,0.0198072,0.00186,4.776949299999999,-1.340803,0.43923747,Adcy2,adenylate cyclase 2,ADCY2
5443,10883397,0.07079529999999999,0.0132,3.2654699000000003,-3.427207,0.24086405,Adcy3,adenylate cyclase 3,ADCY3
20479,10754482,0.6682624,0.46799999999999997,0.7651055999999999,-6.796908999999999,0.18037381,Adcy5,adenylate cyclase 5,ADCY5
28961,10906882,0.9937278,0.985,-0.0192517,-7.114978999999999,-0.00163819,Adcy6,adenylate cyclase 6,ADCY6
19692,10777658,0.6334084,0.42700000000000005,-0.8416971,-6.7330630000000005,-0.05481573,Add1,adducin 1,ADD1
23302,10856928,0.7849265999999999,0.626,0.5086904000000001,-6.971403,0.03957823,Add2,adducin 2,ADD2
14079,10730869,0.3849936,0.18600000000000003,1.4632317,-6.055692,0.17760578,Add3,adducin 3,ADD3
2311,10872361,0.014327100000000002,0.0011300000000000001,5.2051958,-0.809689,0.58423051,Adgrb2,adhesion G protein-coupled receptor B2,ADGRB2
27099,10937903,0.9293570999999999,0.862,0.17997839999999998,-7.096908,0.03663376,Adgrg2,adhesion G protein-coupled receptor G2,ADGRG2
7475,10810236,0.1272123,0.0326,2.639571,-4.364873,0.20374879999999998,Adgrl1,adhesion G protein-coupled receptor L1,ADGRL1
612,10827309,0.0023041999999999997,4.84e-05,-8.5921647,2.555584,-0.64946798,Adgrl2,adhesion G protein-coupled receptor L2,ADGRL2
9707,10776264,0.2020406,0.0671,-2.1532325,-5.093785,-0.26027642,Adgrl3,adhesion G protein-coupled receptor L3,ADGRL3
11120,10819770,0.2588246,0.0985,-1.8960995999999999,-5.467658999999999,-0.20431818,Adgrl4,adhesion G protein-coupled receptor L4,ADGRL4
6598,10820170,0.10255750000000001,0.0232,2.8718727000000004,-4.014572,0.22347846,Adgrv1,adhesion G protein-coupled receptor V1,ADGRV1
8911,10875126,0.175213,0.0535,2.3057963,-4.867036,0.5230898,Adhfe1,"alcohol dehydrogenase, iron containing, 1",ADHFE1
5361,10883982,0.0684405,0.0126,3.300385,-3.375714,0.670094,Adi1,acireductone dioxygenase 1,ADI1
3052,10764115,0.024138200000000002,0.00252,4.5233352,-1.668182,0.3563128,Adipor1,adiponectin receptor 1,ADIPOR1
10366,10865081,0.2290018,0.0813,-2.0254488,-5.281178,-0.25557011,Adipor2,adiponectin receptor 2,ADIPOR2
6538,10782234,0.1003254,0.0225,2.8933159,-3.9823180000000002,0.37398338,Adk,adenosine kinase,ADK
5234,10709875,0.0657838,0.0118,-3.345846,-3.30885,-0.36386679,Adm,adrenomedullin,ADM
1577,10805382,0.0077938,0.000421,-6.1356842,0.253894,-0.76373996,Adnp2,ADNP homeobox 2,ADNP2
23404,10829799,0.7896612,0.633,0.49898950000000003,-6.976744,0.03945573,Ado,2-aminoethanethiol dioxygenase,ADO
7369,10767771,0.12502449999999998,0.0316,-2.6608022,-4.332824,-0.40153314,Adora1,adenosine A1 receptor,ADORA1
22020,10734291,0.7329306,0.552,0.6229903,-6.901397,0.05803041,Adora2b,adenosine A2B receptor,ADORA2B
22522,10910482,0.7555374,0.5820000000000001,-0.5754366,-6.932092,-0.03815038,Adpgk,ADP-dependent glucokinase,ADPGK
8405,10751289,0.1576033,0.0453,-2.4160112000000002,-4.701825,-0.24575079,Adprh,ADP-ribosylarginine hydrolase,ADPRH
24367,10789477,0.8267916999999999,0.69,-0.41575959999999995,-7.0185759999999995,-0.06161481,Adprhl1,ADP-ribosylhydrolase like 1,ADPRHL1
27153,10879779,0.9312239999999999,0.866,0.17543720000000002,-7.097816000000001,0.01223784,Adprhl2,ADP-ribosylhydrolase like 2,ADPRHL2
4878,10743723,0.0577649,0.00965,-3.4903849,-3.0977259999999998,-0.41382316,Adprm,"ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent",ADPRM
9213,10742213,0.1864006,0.0588,-2.242019,-4.962152,-0.69067647,Adra1b,adrenoceptor alpha 1B,ADRA1B
3006,10716262,0.023514700000000003,0.00242,-4.557011900000001,-1.624157,-0.62027154,Adrb1,adrenoceptor beta 1,ADRB1
5909,10804774,0.0825487,0.0167,3.0990765,-3.674128,0.28171282,Adrb2,adrenoceptor beta 2,ADRB2
3425,10842795,0.0296289,0.0034700000000000004,-4.2653085,-2.011082,-0.36585696,Adrm1,adhesion regulating molecule 1,ADRM1
15978,10897854,0.47018640000000006,0.257,1.2302799,-6.338519,0.15661376,Adsl,adenylosuccinate lyase,ADSL
8396,10770208,0.15743239999999997,0.0453,2.417459,-4.69965,0.33132699,Adss,adenylosuccinate synthase,ADSS
23015,10774015,0.7741948000000001,0.61,0.533169,-6.957505,0.04517614,Aebp1,AE binding protein 1,AEBP1
6993,10859478,0.11428410000000001,0.0274,-2.7578287999999995,-4.186401,-0.23539544,Aebp2,AE binding protein 2,AEBP2
4139,10708011,0.0422425,0.00599,3.8440423999999997,-2.591714,0.42595262,Aen,apoptosis enhancing nuclease,AEN
9052,10900186,0.1798577,0.0557,2.2777696,-4.908885,0.15114993,Aes,amino-terminal enhancer of split,AES
2064,10775407,0.0120244,0.00085,-5.4654593,-0.499996,-0.3943458,Aff1,"AF4/FMR2 family, member 1",AFF1
3190,10733484,0.026310300000000002,0.0028699999999999997,-4.417318099999999,-1.807877,-0.49706606,Aff4,"AF4/FMR2 family, member 4",AFF4
3850,10804974,0.0372475,0.00491,-3.9950159,-2.380735,-0.54156138,Afg3l2,AFG3 like matrix AAA peptidase subunit 2,AFG3L2
4725,10791579,0.053304399999999995,0.008620000000000001,3.5724177000000004,-2.978961,0.34338085,Aga,aspartylglucosaminidase,AGA
8878,10925267,0.1738784,0.0528,-2.3133754,-4.855706,-0.1548146,Agap1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",AGAP1
13540,10860000,0.3632964,0.168,1.5308747999999999,-5.968473,0.12702307,Agap3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",AGAP3
11568,10924769,0.2772176,0.11,-1.8232563000000002,-5.570915,-0.14511729999999998,Agfg1,ArfGAP with FG repeats 1,AGFG1
1160,10760994,0.0049288000000000005,0.000196,-6.9316594,1.0733549999999998,-0.68938015,Agfg2,ArfGAP with FG repeats 2,AGFG2
13017,10820548,0.3394804,0.151,-1.6048686,-5.870813,-0.11486979,Aggf1,angiogenic factor with G patch and FHA domains 1,AGGF1
12662,10854689,0.3251667,0.141,1.6534543000000002,-5.8055129999999995,0.18487622,Agk,acylglycerol kinase,AGK
9313,10826335,0.18977829999999998,0.0605,2.2228244,-4.990693,0.32247565,Agl,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",AGL
1493,10904358,0.007154300000000001,0.000366,-6.276758,0.404912,-0.43357332,Ago2,"argonaute 2, RISC catalytic component",AGO2
5609,10831452,0.0745469,0.0143,3.2075337999999998,-3.512907,0.23674628,Agpat1,1-acylglycerol-3-phosphate O-acyltransferase 1,AGPAT1
1171,10843838,0.0050768,0.000204,-6.889313499999999,1.0316969999999999,-0.7974654999999999,Agpat2,1-acylglycerol-3-phosphate O-acyltransferase 2,AGPAT2
28805,10829209,0.9884181999999999,0.975,-0.0329418,-7.114574,-0.00288269,Agpat3,1-acylglycerol-3-phosphate O-acyltransferase 3,AGPAT3
8237,10718001,0.1527641,0.0431,-2.450529,-4.649918,-0.2755214,Agpat4,1-acylglycerol-3-phosphate O-acyltransferase 4,AGPAT4
13606,10792592,0.3658792,0.17,1.5226159,-5.9792309999999995,0.15104618,Agpat5,1-acylglycerol-3-phosphate O-acyltransferase 5,AGPAT5
16693,10837050,0.5009097,0.28600000000000003,-1.1515168,-6.42707,-0.13173654,Agps,alkylglycerone phosphate synthase,AGPS
546,10882273,0.0020596,3.86e-05,8.8893614,2.7928610000000003,0.58379679,Agrn,agrin,AGRN
11627,10811900,0.2806555,0.11199999999999999,1.8114917000000001,-5.587457,0.15750857,Agt,angiotensinogen,AGT
3768,10793771,0.035656,0.0046,4.0453854,-2.311054,0.41061631,Agtpbp1,ATP/GTP binding protein 1,AGTPBP1
15472,10881570,0.44862529999999995,0.23800000000000002,-1.287727,-6.271539,-0.09130704,Agtrap,angiotensin II receptor-associated protein,AGTRAP
6729,10825852,0.106772,0.0246,2.8306967,-4.076561,0.22381481,Ahcyl1,adenosylhomocysteinase-like 1,AHCYL1
28695,10854221,0.9858654,0.968,0.0410298,-7.114236,0.00432344,Ahcyl2,adenosylhomocysteinase-like 2,AHCYL2
10597,10702025,0.23892359999999999,0.0867,1.9822483,-5.343862000000001,0.20839786,Ahi1,Abelson helper integration site 1,AHI1
