,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Cleaned Gene Symbols
31276,ILMN_3163027,0.9672,0.66858359,0.439,-5.89639,0.022,Abhd17a,abhydrolase domain containing 17A,ABHD17A
32632,ILMN_2734234,0.9711,0.6999843000000001,-0.395,-5.91491,-0.02,Abhd17b,abhydrolase domain containing 17B,ABHD17B
8436,ILMN_2635871,0.8003,0.14916993,-1.55,-4.89271,-0.17,Abhd18,abhydrolase domain containing 18,ABHD18
11805,ILMN_2620767,0.8499,0.22170939,-1.29,-5.2020599999999995,-0.084,Abhd2,abhydrolase domain containing 2,ABHD2
7258,ILMN_2677728,0.773,0.12398999,1.66,-4.74286,0.086,Abhd3,abhydrolase domain containing 3,ABHD3
1545,ILMN_2713464,0.4532,0.01547744,2.84,-2.93575,0.25,Abhd4,abhydrolase domain containing 4,ABHD4
5382,ILMN_2739295,0.7206,0.08566318,1.88,-4.43527,0.11599999999999999,Abhd5,abhydrolase domain containing 5,ABHD5
12295,ILMN_2762772,0.8556,0.23247600000000002,-1.26,-5.23775,-0.068,Abhd6,abhydrolase domain containing 6,ABHD6
15269,ILMN_1215029,0.8835,0.29795772,-1.09,-5.4187,-0.054,Abhd8,abhydrolase domain containing 8,ABHD8
31153,ILMN_2481451,0.9672,0.66557994,0.444,-5.8945,0.026,Abi1,abl-interactor 1,ABI1
26535,ILMN_2698137,0.9508,0.55724699,-0.604,-5.81062,-0.028,Abl2,"v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)",ABL2
18323,ILMN_1250869,0.9064,0.36714281,-0.9390000000000001,-5.56171,-0.038,Ablim2,actin-binding LIM protein 2,ABLIM2
3089,ILMN_2687062,0.6036,0.04119208,2.3,-3.80451,0.172,Abr,active BCR-related gene,ABR
31834,ILMN_2732401,0.9676,0.68043155,0.423,-5.90365,0.082,Abra,actin-binding Rho activating protein,ABRA
13571,ILMN_2754859,0.8687,0.26043848,1.18,-5.32186,0.056,Abt1,activator of basal transcription 1,ABT1
29278,ILMN_2699477,0.9607,0.62118761,0.508,-5.86396,0.036,Abtb1,ankyrin repeat and BTB (POZ) domain containing 1,ABTB1
9320,ILMN_2704826,0.8177,0.16851412,-1.47,-4.98979,-0.138,Acaa2,acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase),ACAA2
4351,ILMN_2821158,0.6708,0.06447317,2.04,-4.193280000000001,0.138,Acad10,"acyl-Coenzyme A dehydrogenase family, member 10",ACAD10
28219,ILMN_2656805,0.9563,0.59599433,-0.545,-5.84435,-0.044,Acad9,"acyl-Coenzyme A dehydrogenase family, member 9",ACAD9
5514,ILMN_2810473,0.7265,0.08851679,1.86,-4.46289,0.094,Acadm,"acyl-Coenzyme A dehydrogenase, medium chain",ACADM
33359,ILMN_2806676,0.9746,0.71818159,0.37,-5.92462,0.032,Acads,"acyl-Coenzyme A dehydrogenase, short chain",ACADS
19411,ILMN_2614728,0.9111,0.39075126,0.892,-5.60238,0.26,Acadsb,"acyl-Coenzyme A dehydrogenase, short/branched chain",ACADSB
8695,ILMN_2956932,0.8081,0.15538709,1.52,-4.92539,0.066,Acadvl,"acyl-Coenzyme A dehydrogenase, very long chain",ACADVL
679,ILMN_1236232,0.2743,0.00412674,-3.57,-1.74574,-0.218,Acap3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",ACAP3
24140,ILMN_2643977,0.9399,0.5012139,0.6940000000000001,-5.75328,0.068,Acat1,acetyl-Coenzyme A acetyltransferase 1,ACAT1
8725,ILMN_1253008,0.8083,0.15576674,-1.52,-4.92733,-0.138,Acat2,acetyl-Coenzyme A acetyltransferase 2,ACAT2
31222,ILMN_1235783,0.9672,0.66723546,-0.441,-5.89555,-0.03,Acbd3,acyl-Coenzyme A binding domain containing 3,ACBD3
31300,ILMN_2689540,0.9672,0.6691461999999999,0.43799999999999994,-5.89675,0.034,Acbd4,acyl-Coenzyme A binding domain containing 4,ACBD4
699,ILMN_1232903,0.285,0.00440653,-3.53,-1.80486,-0.29600000000000004,Acbd6,acyl-Coenzyme A binding domain containing 6,ACBD6
6904,ILMN_2930819,0.7629,0.1164731,-1.7,-4.69152,-0.134,Acd,adrenocortical dysplasia,ACD
2516,ILMN_2629112,0.5488,0.03052027,2.46,-3.5406,0.418,Acer2,alkaline ceramidase 2,ACER2
3259,ILMN_2755195,0.6137,0.04424508,-2.26,-3.86705,-0.15,Acin1,apoptotic chromatin condensation inducer 1,ACIN1
5063,ILMN_2687561,0.7047,0.0788453,-1.93,-4.36508,-0.114,Ackr3,atypical chemokine receptor 3,ACKR3
1402,ILMN_1240770,0.4335,0.01343788,-2.92,-2.80901,-0.158,Acly,ATP citrate lyase,ACLY
40732,ILMN_1216382,0.9902,0.89078384,0.14,-5.98395,0.016,Aco1,aconitase 1,ACO1
29956,ILMN_1235786,0.9637,0.63754984,0.484,-5.8758,0.026,Aco2,"aconitase 2, mitochondrial",ACO2
8470,ILMN_3062267,0.8015,0.14994573,-1.54,-4.89687,-0.184,Acot1,acyl-CoA thioesterase 1,ACOT1
30994,ILMN_2961626,0.9670000000000001,0.66189596,-0.449,-5.89216,-0.024,Acot13,acyl-CoA thioesterase 13,ACOT13
1330,ILMN_2745889,0.4123,0.01211836,-2.97,-2.71619,-0.146,Acot2,acyl-CoA thioesterase 2,ACOT2
155,ILMN_2807084,0.1434,0.00049412,-4.79,0.14882,-0.382,Acot7,acyl-CoA thioesterase 7,ACOT7
12734,ILMN_1250358,0.8594,0.24187779,1.23,-5.26734,0.06,Acot8,acyl-CoA thioesterase 8,ACOT8
9065,ILMN_2750225,0.8126,0.16270942,1.49,-4.96203,0.086,Acot9,acyl-CoA thioesterase 9,ACOT9
39339,ILMN_1252618,0.9891,0.85931934,0.18100000000000002,-5.97726,0.012,Acox2,"acyl-Coenzyme A oxidase 2, branched chain",ACOX2
7405,ILMN_2949844,0.7758,0.12695973,1.64,-4.76221,0.08,Acox3,"acyl-Coenzyme A oxidase 3, pristanoyl",ACOX3
17368,ILMN_1216089,0.9,0.34535211,0.9840000000000001,-5.52082,0.038,Acp1,"acid phosphatase 1, soluble",ACP1
26077,ILMN_2887075,0.9486,0.54631982,-0.622,-5.800269999999999,-0.038,Acp2,"acid phosphatase 2, lysosomal",ACP2
30854,ILMN_1242352,0.9669,0.65919639,-0.45299999999999996,-5.89041,-0.034,Acp6,"acid phosphatase 6, lysophosphatidic",ACP6
10721,ILMN_2622671,0.8359,0.19799160000000002,-1.37,-5.11565,-0.258,Acsl1,acyl-CoA synthetase long-chain family member 1,ACSL1
3177,ILMN_3138743,0.6095,0.04278503,2.28,-3.8377199999999996,0.198,Acsl3,acyl-CoA synthetase long-chain family member 3,ACSL3
1278,ILMN_2696375,0.406,0.01146706,3.0,-2.6665400000000004,0.136,Acsl4,acyl-CoA synthetase long-chain family member 4,ACSL4
1498,ILMN_2734181,0.4454,0.01474355,-2.87,-2.8922,-0.20600000000000002,Acss2,acyl-CoA synthetase short-chain family member 2,ACSS2
10454,ILMN_1236250,0.8321,0.19217529,-1.39,-5.0926,-0.05,Acss3,acyl-CoA synthetase short-chain family member 3,ACSS3
29933,ILMN_2738825,0.9634,0.63685563,0.485,-5.87531,0.18600000000000003,Acta1,"actin, alpha 1, skeletal muscle",ACTA1
18341,ILMN_1254256,0.9064,0.36747562,0.938,-5.5623,0.14400000000000002,Actl6a,actin-like 6A,ACTL6A
38211,ILMN_2844996,0.986,0.83239606,0.21600000000000003,-5.97014,0.024,Actn1,"actinin, alpha 1",ACTN1
12819,ILMN_1258081,0.8594,0.24347673,-1.23,-5.27224,-0.11800000000000001,Actn2,actinin alpha 2,ACTN2
24091,ILMN_2708303,0.9397,0.50004257,0.696,-5.7519599999999995,0.026,Actn3,actinin alpha 3,ACTN3
9327,ILMN_1242390,0.8177,0.16859285,-1.47,-4.9901599999999995,-0.054,Actn4,actinin alpha 4,ACTN4
15964,ILMN_2703354,0.8894,0.31383053,1.05,-5.4551300000000005,0.078,Actr10,ARP10 actin-related protein 10,ACTR10
3951,ILMN_2728697,0.6506,0.05682974,2.12,-4.084569999999999,0.132,Actr1a,"ARP1 actin-related protein 1A, centractin alpha",ACTR1A
25837,ILMN_1255907,0.9484,0.54132487,-0.629,-5.7954099999999995,-0.044,Actr2,ARP2 actin-related protein 2,ACTR2
10388,ILMN_1213287,0.8313,0.19084417,-1.39,-5.08721,-0.056,Actr5,ARP5 actin-related protein 5,ACTR5
16739,ILMN_2593338,0.8952,0.33106064,-1.01,-5.4920599999999995,-0.054,Actr6,ARP6 actin-related protein 6,ACTR6
10621,ILMN_2660103,0.8341,0.19568408,-1.37,-5.1066,-0.076,Acvr1,"activin A receptor, type 1",ACVR1
7875,ILMN_2617775,0.787,0.13690136,1.6,-4.823519999999999,0.092,Acvr2a,activin receptor IIA,ACVR2A
2438,ILMN_1230145,0.54,0.02911327,-2.49,-3.49884,-0.154,Acvr2b,activin receptor IIB,ACVR2B
13767,ILMN_2577567,0.8721,0.26520759,-1.17,-5.33511,-0.06,Acyp1,"acylphosphatase 1, erythrocyte (common) type",ACYP1
12515,ILMN_1228696,0.8582,0.23728413,1.25,-5.25306,0.062,Ada,adenosine deaminase,ADA
3416,ILMN_1255996,0.627,0.0473133,-2.22,-3.9255400000000003,-0.10800000000000001,Adam11,a disintegrin and metallopeptidase domain 11,ADAM11
2076,ILMN_3139103,0.5028,0.02307225,2.62,-3.29239,0.156,Adam15,a disintegrin and metallopeptidase domain 15 (metargidin),ADAM15
2290,ILMN_2594718,0.5226,0.02644537,-2.54,-3.4136599999999997,-0.174,Adam17,a disintegrin and metallopeptidase domain 17,ADAM17
12126,ILMN_1230599,0.8534,0.22858528,-1.27,-5.22509,-0.13,Adam23,a disintegrin and metallopeptidase domain 23,ADAM23
6702,ILMN_1238495,0.7571,0.11219762,-1.72,-4.66068,-0.07,Adamts1,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1",ADAMTS1
4959,ILMN_1234413,0.7035,0.0771219,-1.94,-4.3463199999999995,-0.21,Adamts12,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12",ADAMTS12
36398,ILMN_3161887,0.9813,0.78899118,0.27399999999999997,-5.95584,0.018,Adamts15,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15",ADAMTS15
14942,ILMN_1227352,0.8817,0.29115949999999996,-1.11,-5.40233,-0.09,Adamts19,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 19",ADAMTS19
260,ILMN_2624328,0.1727,0.00099556,-4.37,-0.47086999999999996,-0.184,Adamts7,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7",ADAMTS7
29045,ILMN_1257724,0.9592,0.61537064,-0.516,-5.85959,-0.058,Adamts9,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9",ADAMTS9
2633,ILMN_2459899,0.5634,0.032782900000000004,2.43,-3.60376,0.23199999999999998,Adamtsl4,ADAMTS-like 4,ADAMTSL4
85,ILMN_3021272,0.0946,0.00017966,5.42,1.0287899999999999,0.31,Adar,"adenosine deaminase, RNA-specific",ADAR
22229,ILMN_3105343,0.9274,0.45528196,0.773,-5.69745,0.046,Adarb1,"adenosine deaminase, RNA-specific, B1",ADARB1
18841,ILMN_2656440,0.9087,0.37812024,-0.917,-5.58106,-0.062,Adck1,aarF domain containing kinase 1,ADCK1
42635,ILMN_1222224,0.9921,0.93422114,-0.0844,-5.9903699999999995,-0.004,Adck2,aarF domain containing kinase 2,ADCK2
24683,ILMN_2918317,0.943,0.51416068,-0.6729999999999999,-5.76751,-0.058,Adck5,aarF domain containing kinase 5,ADCK5
21561,ILMN_2883063,0.9227,0.43939341,0.8009999999999999,-5.676,0.058,Adcy2,adenylate cyclase 2,ADCY2
15792,ILMN_1246856,0.8887,0.30998311,1.06,-5.44652,0.056,Adcy3,adenylate cyclase 3,ADCY3
13983,ILMN_3075672,0.8747,0.27020973,-1.16,-5.34868,-0.074,Adcy5,adenylate cyclase 5,ADCY5
6578,ILMN_1249888,0.7563,0.11002039999999999,1.73,-4.64447,0.19399999999999998,Adcy6,adenylate cyclase 6,ADCY6
11116,ILMN_3033533,0.8401,0.20630319,-1.34,-5.14725,-0.072,Add1,adducin 1 (alpha),ADD1
8463,ILMN_1216675,0.8011,0.14974248,-1.54,-4.89578,-0.056,Add2,adducin 2 (beta),ADD2
271,ILMN_2901284,0.1737,0.00104342,-4.35,-0.51265,-0.272,Add3,adducin 3 (gamma),ADD3
13461,ILMN_2813724,0.8685,0.25821241,-1.19,-5.315580000000001,-0.074,Adgrb2,adhesion G protein-coupled receptor B2,ADGRB2
12939,ILMN_3113571,0.8617,0.24624874,1.22,-5.28063,0.07,Adgrg2,adhesion G protein-coupled receptor G2,ADGRG2
7380,ILMN_1228782,0.7758,0.12658565,-1.65,-4.7598,-0.132,Adgrl1,adhesion G protein-coupled receptor L1,ADGRL1
40675,ILMN_1231103,0.9901,0.88949052,-0.142,-5.983709999999999,-0.01,Adgrl2,adhesion G protein-coupled receptor L2,ADGRL2
1365,ILMN_2782041,0.4258,0.01284549,-2.94,-2.7685400000000002,-0.142,Adgrl3,adhesion G protein-coupled receptor L3,ADGRL3
3579,ILMN_1224540,0.636,0.0503045,2.19,-3.97888,0.228,Adgrl4,adhesion G protein-coupled receptor L4,ADGRL4
8702,ILMN_2688651,0.8081,0.1554556,-1.52,-4.92574,-0.068,Adhfe1,"alcohol dehydrogenase, iron containing, 1",ADHFE1
3081,ILMN_3143557,0.603,0.04104083,2.3,-3.8012900000000003,0.122,Adi1,acireductone dioxygenase 1,ADI1
22041,ILMN_1213531,0.9261,0.45083955,-0.78,-5.69157,-0.052,Adipor1,adiponectin receptor 1,ADIPOR1
27223,ILMN_1218308,0.955,0.57430608,0.578,-5.82602,0.032,Adipor2,adiponectin receptor 2,ADIPOR2
206,ILMN_2986899,0.1586,0.00072552,-4.56,-0.19005999999999998,-0.462,Adk,adenosine kinase,ADK
11815,ILMN_1247207,0.8499,0.22188432,1.29,-5.20266,0.096,Adm,adrenomedullin,ADM
859,ILMN_2492292,0.3245,0.00616387,-3.34,-2.10744,-0.23199999999999998,Adnp,activity-dependent neuroprotective protein,ADNP
3197,ILMN_2596056,0.6095,0.04306682,-2.27,-3.84346,-0.17600000000000002,Adnp2,ADNP homeobox 2,ADNP2
39839,ILMN_3082206,0.9894,0.87075313,0.166,-5.97989,0.008,Ado,2-aminoethanethiol (cysteamine) dioxygenase,ADO
34473,ILMN_2761495,0.9783,0.74509254,0.33299999999999996,-5.93769,0.016,Adora1,adenosine A1 receptor,ADORA1
20640,ILMN_1244424,0.9195,0.41932790000000003,0.838,-5.6471599999999995,0.046,Adora2b,adenosine A2b receptor,ADORA2B
12343,ILMN_2633148,0.8564,0.23351901,1.26,-5.24111,0.074,Adpgk,ADP-dependent glucokinase,ADPGK
23135,ILMN_2595704,0.9345,0.47748344,0.7340000000000001,-5.7255199999999995,0.042,Adprh,ADP-ribosylarginine hydrolase,ADPRH
21432,ILMN_1247158,0.9219,0.43637831,-0.8059999999999999,-5.6717900000000006,-0.074,Adprhl1,ADP-ribosylhydrolase like 1,ADPRHL1
16916,ILMN_2639063,0.8962,0.3350413,-1.01,-5.50023,-0.048,Adprhl2,ADP-ribosylhydrolase like 2,ADPRHL2
6063,ILMN_1226476,0.74,0.09911302,-1.79,-4.55769,-0.084,Adprm,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent",ADPRM
25794,ILMN_2606415,0.9483,0.54040673,-0.631,-5.79451,-0.03,Adra1b,"adrenergic receptor, alpha 1b",ADRA1B
35485,ILMN_2457727,0.9791,0.76749485,-0.303,-5.947430000000001,-0.032,Adrb1,"adrenergic receptor, beta 1",ADRB1
41315,ILMN_1241610,0.9915,0.90483285,-0.122,-5.9863800000000005,-0.008,Adrb2,"adrenergic receptor, beta 2",ADRB2
6200,ILMN_2601590,0.7444,0.10193889999999999,1.78,-4.58113,0.076,Adrm1,adhesion regulating molecule 1,ADRM1
17216,ILMN_2597936,0.8992,0.34197101,0.991,-5.5141599999999995,0.068,Adsl,adenylosuccinate lyase,ADSL
1381,ILMN_2957614,0.4278,0.01307791,-2.93,-2.78464,-0.14,Adss,"adenylosuccinate synthetase, non muscle",ADSS
25793,ILMN_2873822,0.9483,0.54040088,0.631,-5.79451,0.04,Aebp1,AE binding protein 1,AEBP1
5425,ILMN_3015437,0.7225,0.08660860000000001,1.87,-4.44453,0.094,Aebp2,AE binding protein 2,AEBP2
1159,ILMN_2924088,0.3875,0.00992795,3.08,-2.5369,0.132,Aen,apoptosis enhancing nuclease,AEN
35761,ILMN_1213591,0.9797,0.77377127,0.294,-5.94998,0.036,Aes,amino-terminal enhancer of split,AES
13554,ILMN_2587166,0.8687,0.2601597,1.18,-5.32108,0.044,Aff1,"AF4/FMR2 family, member 1",AFF1
3755,ILMN_1251170,0.644,0.0535068,-2.15,-4.032430000000001,-0.14800000000000002,Aff4,"AF4/FMR2 family, member 4",AFF4
8783,ILMN_2691982,0.8096,0.15713134,-1.51,-4.93429,-0.11,Afg3l2,AFG3-like AAA ATPase 2,AFG3L2
32349,ILMN_2673077,0.97,0.69314846,0.405,-5.91107,0.014,Aga,aspartylglucosaminidase,AGA
20101,ILMN_3086136,0.9156,0.40649438,-0.862,-5.627619999999999,-0.078,Agap1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",AGAP1
3950,ILMN_2754596,0.6506,0.05681859,2.12,-4.0844,0.114,Agap3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",AGAP3
10012,ILMN_2606072,0.8277,0.18325006,1.42,-5.05561,0.16,Agfg1,ArfGAP with FG repeats 1,AGFG1
995,ILMN_2612774,0.3556,0.00782197,3.21,-2.32218,0.28,Agfg2,ArfGAP with FG repeats 2,AGFG2
13280,ILMN_1216745,0.8652,0.25387916,1.2,-5.30315,0.038,Agk,acylglycerol kinase,AGK
13834,ILMN_1257445,0.8732,0.26689671,1.17,-5.33973,0.066,Agl,"amylo-1,6-glucosidase, 4-alpha-glucanotransferase",AGL
14262,ILMN_1213149,0.8785,0.27676621,1.14,-5.36602,0.046,Ago2,argonaute RISC catalytic subunit 2,AGO2
15619,ILMN_2666445,0.888,0.30635086,-1.07,-5.43826,-0.064,Agpat1,"1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha)",AGPAT1
5035,ILMN_1217252,0.7047,0.07841449,-1.93,-4.36043,-0.18600000000000003,Agpat2,"1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)",AGPAT2
26471,ILMN_1226540,0.9506,0.55585408,-0.607,-5.80932,-0.146,Agpat3,1-acylglycerol-3-phosphate O-acyltransferase 3,AGPAT3
42823,ILMN_2960714,0.9931,0.9392528,0.0779,-5.9909,0.004,Agpat4,"1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)",AGPAT4
16002,ILMN_1250939,0.8895,0.31435745,1.05,-5.4563,0.048,Agpat5,"1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)",AGPAT5
9112,ILMN_2674367,0.8139,0.16381336,1.49,-4.9674,0.152,Agrn,agrin,AGRN
2524,ILMN_1227398,0.5491,0.0306303,2.46,-3.5437800000000004,0.17800000000000002,Agt,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)",AGT
4435,ILMN_3117612,0.6754,0.06622199,2.03,-4.21624,0.256,Agtpbp1,ATP/GTP binding protein 1,AGTPBP1
12293,ILMN_2590950,0.8556,0.2323581,1.26,-5.237369999999999,0.158,Agtrap,"angiotensin II, type I receptor-associated protein",AGTRAP
4167,ILMN_2852533,0.6631,0.06104562,2.08,-4.1463,0.106,Ahcy,S-adenosylhomocysteine hydrolase,AHCY
16871,ILMN_1245795,0.8962,0.33413459,-1.01,-5.49838,-0.11599999999999999,Ahcyl1,S-adenosylhomocysteine hydrolase-like 1,AHCYL1
44483,ILMN_2828420,0.9942,0.97669287,0.0299,-5.99354,0.002,Ahcyl2,S-adenosylhomocysteine hydrolase-like 2,AHCYL2
8833,ILMN_2813712,0.81,0.15815721,1.51,-4.9394800000000005,0.08,Ahi1,Abelson helper integration site 1,AHI1
27856,ILMN_2737460,0.9554,0.58779098,-0.5579999999999999,-5.8375699999999995,-0.024,Ahr,aryl-hydrocarbon receptor,AHR
33583,ILMN_2729783,0.9748,0.72306713,0.363,-5.92711,0.018,Ahrr,aryl-hydrocarbon receptor repressor,AHRR
29898,ILMN_2881272,0.9634,0.63615091,0.486,-5.87481,0.134,Aifm1,"apoptosis-inducing factor, mitochondrion-associated 1",AIFM1
5496,ILMN_1259418,0.725,0.08804944,1.86,-4.45843,0.168,Aifm2,"apoptosis-inducing factor, mitochondrion-associated 2",AIFM2
5420,ILMN_1245999,0.7225,0.08655446,1.87,-4.444,0.092,Aig1,androgen-induced 1,AIG1
6382,ILMN_2613399,0.7484,0.10549733,1.76,-4.6096699999999995,0.092,Aimp1,aminoacyl tRNA synthetase complex-interacting multifunctional protein 1,AIMP1
32694,ILMN_2777655,0.9712,0.70135816,-0.39299999999999996,-5.9156699999999995,-0.02,Aip,aryl-hydrocarbon receptor-interacting protein,AIP
29357,ILMN_2630318,0.9613,0.62334952,-0.505,-5.86557,-0.03,Ajuba,ajuba LIM protein,AJUBA
12690,ILMN_2641360,0.8594,0.24089273,1.24,-5.26431,0.086,Ak2,adenylate kinase 2,AK2
239,ILMN_2791121,0.1705,0.00090947,-4.43,-0.39046,-0.31,Ak3,adenylate kinase 3,AK3
14310,ILMN_1256564,0.8785,0.27775769,1.14,-5.36859,0.1,Ak4,adenylate kinase 4,AK4
