,Gene.symbol,MeanFC,Cleaned Gene Symbols
12557,MTX2,-0.1377948468,MTX2
12575,MUM1,-0.5881320436,MUM1
12576,MUM1L1,-1.79881505,MUM1L1
12578,MUS81,-0.4110495636,MUS81
12581,MUTYH,-0.3534516,MUTYH
12582,MVB12A,-1.3912662627,MVB12A
12584,MVD,-0.266889649,MVD
12588,MXD1,0.2980959593,MXD1
12589,MXD3,-0.0266085627,MXD3
12593,MXRA8,-0.30043404,MXRA8
12594,MYADM,-0.6252066808,MYADM
12598,MYBBP1A,-0.3811343514,MYBBP1A
12599,MYBL1,0.4039314633,MYBL1
12600,MYBL2,-1.2302837048,MYBL2
12603,MYBPC3,-0.3136553347,MYBPC3
12605,MYBPHL,-2.844294203,MYBPHL
12606,MYC,-0.2922070992,MYC
12607,MYCBP2,0.1112749532,MYCBP2
12610,MYCN,0.2130191771,MYCN
12613,MYD88,0.1250352881,MYD88
12614,MYEF2,0.0089057574,MYEF2
12620,MYH10,-0.0132139091,MYH10
12623,MYH14,-0.8638806659,MYH14
12629,MYH6,-0.7320362256,MYH6
12630,MYH7,-0.9398531261,MYH7
12637,MYL12B,0.08104097,MYL12B
12638,MYL2,-0.1952423711,MYL2
12639,MYL3,-0.2505559367,MYL3
12644,MYL7,-0.1780914233,MYL7
12645,MYL9,-0.122890405,MYL9
12646,MYLIP,0.2365635033,MYLIP
12647,MYLK,-1.1774452549,MYLK
12650,MYLK3,-1.6508459734,MYLK3
12654,MYO10,0.6375654857,MYO10
12662,MYO1B,0.1541364492,MYO1B
12663,MYO1C,-0.2731058982,MYO1C
12664,MYO1D,0.2053101982,MYO1D
12665,MYO1E,0.3023089909,MYO1E
12671,MYO5A,-0.0441991375,MYO5A
12672,MYO5B,0.1514314297,MYO5B
12675,MYO7A,-2.5377831779,MYO7A
12678,MYO9B,0.196434275,MYO9B
12680,MYOCD,-1.9334649648,MYOCD
12688,MYOZ1,-1.7488248265,MYOZ1
12689,MYOZ2,-0.6583676604,MYOZ2
12691,MYPN,-2.5013526001,MYPN
12699,MZF1,0.1381236088,MZF1
12708,N6AMT1,-2.2620884374,N6AMT1
12712,NAA15,-0.3371120995,NAA15
12714,NAA20,-0.1213142196,NAA20
12715,NAA25,-0.5884785822,NAA25
12717,NAA35,0.1057475169,NAA35
12719,NAA40,-1.3814833547,NAA40
12722,NAAA,0.1964251685,NAAA
12727,NAB1,0.073900335,NAB1
12728,NAB2,-0.2958846069,NAB2
12729,NABP1,0.7569478312,NABP1
12730,NABP2,-0.022954751,NABP2
12731,NACA,-0.0351098402,NACA
12735,NACC1,0.1729049419,NACC1
12736,NACC2,0.3127075827,NACC2
12737,NADK,0.061679603,NADK
12739,NADSYN1,0.8411369186,NADSYN1
12740,NAE1,-0.4413919436,NAE1
12742,NAGA,0.3666603862,NAGA
12743,NAGK,-0.177414916,NAGK
12745,NAGPA,-0.5748846009,NAGPA
12751,NAMPT,0.4472403064,NAMPT
12757,NANP,0.323498249,NANP
12758,NANS,0.1904191341,NANS
12759,NAP1L1,0.0395980732,NAP1L1
12761,NAP1L3,-0.5839100083,NAP1L3
12762,NAP1L4,0.0217965756,NAP1L4
12765,NAPA,0.2789297913,NAPA
12769,NAPG,-0.1544831466,NAPG
12774,NARFL,-0.3597951284,NARFL
12776,NARS,-0.2293005447,NARS
12777,NARS2,-0.7372106856,NARS2
12778,NASP,0.077825023,NASP
12781,NAT14,-0.3456919365,NAT14
12799,NBN,-0.7063673535,NBN
12812,NCALD,-1.7167717988,NCALD
12813,NCAM1,-0.4743339222,NCAM1
12817,NCAPD3,-0.471757784,NCAPD3
12824,NCDN,-0.334242822,NCDN
12825,NCEH1,0.8886026064,NCEH1
12831,NCK1,0.0762737128,NCK1
12832,NCK2,-0.1024271274,NCK2
12833,NCKAP1,-0.133687407,NCKAP1
12837,NCKIPSD,-1.4306310943,NCKIPSD
12838,NCL,0.1700043134,NCL
12839,NCLN,0.2352744387,NCLN
12841,NCOA1,0.3152846167,NCOA1
12842,NCOA2,0.2294655838,NCOA2
12845,NCOA5,-0.6770705786,NCOA5
12846,NCOA6,-0.2111056773,NCOA6
12848,NCOR1,-0.0818954785,NCOR1
12857,NCS1,-0.017978094,NCS1
12858,NCSTN,0.1609380367,NCSTN
12860,NDEL1,0.1229416733,NDEL1
12861,NDFIP1,-0.1784427027,NDFIP1
12862,NDFIP2,-0.0491502275,NDFIP2
12864,NDN,-0.1942558836,NDN
12869,NDRG1,1.0865663556,NDRG1
12870,NDRG2,-0.3336960313,NDRG2
12871,NDRG3,-1.2624042218,NDRG3
12872,NDRG4,-0.6139635587,NDRG4
12873,NDST1,-0.2961637915,NDST1
12877,NDUFA1,-0.0061543638,NDUFA1
12879,NDUFA11,0.0089474446,NDUFA11
12886,NDUFA5,-0.1424762167,NDUFA5
12887,NDUFA6,-0.1596077433,NDUFA6
12889,NDUFA8,-0.4596620307,NDUFA8
12892,NDUFAF1,-0.141198651,NDUFAF1
12894,NDUFAF3,0.066049629,NDUFAF3
12895,NDUFAF4,-0.2190577059,NDUFAF4
12902,NDUFB11,-0.0793262323,NDUFB11
12903,NDUFB2,0.0034384229,NDUFB2
12905,NDUFB3,-0.1188090982,NDUFB3
12907,NDUFB5,-0.0049642012,NDUFB5
12908,NDUFB6,-0.0865678372,NDUFB6
12909,NDUFB7,-0.1709632409,NDUFB7
12910,NDUFB8,-0.0768719679,NDUFB8
12911,NDUFB9,-0.1331819491,NDUFB9
12913,NDUFS1,-0.2261468663,NDUFS1
12915,NDUFS3,-0.0792395882,NDUFS3
12916,NDUFS4,-0.3136039712,NDUFS4
12919,NDUFS7,-0.1791740431,NDUFS7
12920,NDUFS8,-0.2744414301,NDUFS8
12922,NDUFV2,-0.4018420859,NDUFV2
12923,NDUFV3,-0.047925467,NDUFV3
12928,NECAB1,-1.722359266,NECAB1
12930,NECAB3,0.1223696709,NECAB3
12932,NECAP2,-0.0045919148,NECAP2
12933,NEDD1,-0.0902601125,NEDD1
12934,NEDD4,-0.0685307755,NEDD4
12936,NEDD9,-0.7212324992,NEDD9
12942,NEIL1,0.2393424569,NEIL1
12945,NEK1,-0.952830074,NEK1
12952,NEK7,-0.1038746718,NEK7
12954,NEK9,0.0028477712,NEK9
12956,NELFE,-0.1832808384,NELFE
12960,NENF,0.1611007303,NENF
12962,NES,-0.5016138669,NES
12963,NET1,-0.7039832841,NET1
12965,NETO2,0.9635147767,NETO2
12966,NEU1,0.4557309279,NEU1
12968,NEU3,0.0439684181,NEU3
12972,NEURL2,0.3565451516,NEURL2
12974,NEURL4,-0.4596277264,NEURL4
12982,NEXN,-0.7087546451,NEXN
12983,NF1,-0.5471092027,NF1
12985,NF2,-0.2996765103,NF2
12987,NFASC,-1.4786528038,NFASC
12988,NFAT5,-0.0293571823,NFAT5
12990,NFATC2,-0.1497929559,NFATC2
12992,NFATC3,0.2610004346,NFATC3
12993,NFATC4,0.2252899382,NFATC4
12996,NFE2L2,0.1436398889,NFE2L2
12998,NFIA,-1.0321979768,NFIA
12999,NFIB,-0.5620897958,NFIB
13000,NFIC,-1.6965273769,NFIC
13003,NFKB1,0.2622036957,NFKB1
13004,NFKB2,0.5139794086,NFKB2
13005,NFKBIA,0.0072797017,NFKBIA
13006,NFKBIB,0.0579302497,NFKBIB
13008,NFKBIL1,-0.8901591118,NFKBIL1
13009,NFRKB,-0.2119546525,NFRKB
13011,NFU1,-0.1664773038,NFU1
13014,NFYB,0.4178027794,NFYB
13015,NFYC,-0.1000254144,NFYC
13017,NGDN,0.0352573084,NGDN
13020,NGFR,0.7778039981,NGFR
13022,NGLY1,-0.1391928611,NGLY1
13023,NGRN,0.0203643628,NGRN
13029,NHLRC2,-0.3475107975,NHLRC2
13032,NHP2,-0.2330108551,NHP2
13039,NIF3L1,-0.5644158821,NIF3L1
13042,NINJ1,0.5311639482,NINJ1
13045,NIP7,0.2230287599,NIP7
13047,NIPA2,-0.0280511367,NIPA2
13048,NIPAL1,0.631239479,NIPAL1
13049,NIPAL2,0.3939363702,NIPAL2
13053,NIPSNAP1,-0.7207461064,NIPSNAP1
13056,NIT1,0.1189763779,NIT1
13057,NIT2,-0.1174965999,NIT2
13068,NKIRAS1,0.2166618745,NKIRAS1
13069,NKIRAS2,-0.0219262223,NKIRAS2
13078,NKX2-5,-0.4665571652,NKX2-5
13081,NKX3-1,0.9486233753,NKX3-1
13086,NLE1,-1.5085965759,NLE1
13087,NLGN1,-2.3263442141,NLGN1
13088,NLGN2,0.3452472372,NLGN2
13093,NLN,-0.104215916,NLN
13112,NMB,0.7991428381,NMB
13114,NMD3,0.0207595364,NMD3
13115,NME3,-0.830629729,NME3
13119,NME7,-0.5143362096,NME7
13123,NMNAT1,0.1372941235,NMNAT1
13124,NMNAT2,-2.3706493749,NMNAT2
13130,NMT1,-0.4315799906,NMT1
13131,NMT2,0.1042636373,NMT2
13136,NNMT,0.4672284964,NNMT
13138,NOA1,0.3168523493,NOA1
13139,NOB1,-0.5191126954,NOB1
13141,NOC2L,0.2199670505,NOC2L
13142,NOC3L,0.00171591,NOC3L
13143,NOC4L,0.0527364606,NOC4L
13144,NOD1,-0.7137731051,NOD1
13148,NOL10,-0.1239786198,NOL10
13151,NOL3,0.0189834885,NOL3
13157,NOLC1,0.0739835157,NOLC1
13159,NOMO1,0.1122533782,NOMO1
13164,NOP14,-0.1726209875,NOP14
13165,NOP16,0.179984197,NOP16
13167,NOP58,0.0701945027,NOP58
13168,NOP9,0.1926679014,NOP9
13171,NOS3,-3.4400102365,NOS3
13172,NOSIP,0.0186239651,NOSIP
13173,NOSTRIN,#VALUE!,NOSTRIN
13176,NOTCH3,-0.0232344075,NOTCH3
13190,NPAS2,-1.0559972969,NPAS2
13193,NPAT,-0.2258229925,NPAT
13199,NPDC1,0.0170528845,NPDC1
13200,NPEPPS,0.0325794893,NPEPPS
13210,NPL,-0.3214887317,NPL
13211,NPLOC4,0.0242477492,NPLOC4
13216,NPPA,-0.1961750654,NPPA
13217,NPPB,-0.2298142057,NPPB
13220,NPR3,-0.5475430633,NPR3
13221,NPRL2,-0.6052552174,NPRL2
13222,NPRL3,-0.6846624925,NPRL3
13226,NPTN,-0.0176020418,NPTN
13237,NQO1,0.4782645274,NQO1
13238,NQO2,-0.3723859888,NQO2
13241,NR1D1,0.0286354965,NR1D1
13243,NR1H2,-0.1673035534,NR1H2
13244,NR1H3,-0.1432341938,NR1H3
13248,NR2C1,-0.1245564469,NR2C1
13249,NR2C2,-0.1560230064,NR2C2
13254,NR2F2,0.3050741374,NR2F2
13255,NR2F6,0.024845501,NR2F6
13256,NR3C1,0.2058021043,NR3C1
13257,NR3C2,-0.0197863605,NR3C2
13258,NR4A1,-0.1437341714,NR4A1
13260,NR4A3,0.7346176896,NR4A3
13265,NRAP,#VALUE!,NRAP
13271,NREP,-0.2649419574,NREP
13281,NRIP3,2.0404448696,NRIP3
13288,NRP1,-0.1026296997,NRP1
13289,NRP2,0.4990059649,NRP2
13292,NRTN,-1.4930569048,NRTN
13293,NRXN1,-0.0074798095,NRXN1
13297,NSA2,-0.1269468923,NSA2
13298,NSD1,0.0544899075,NSD1
13299,NSDHL,-0.1469779401,NSDHL
13300,NSFL1C,-0.1228127224,NSFL1C
13302,NSG1,1.2020312052,NSG1
13304,NSMCE1,-0.5127036741,NSMCE1
13305,NSMCE2,0.046017577,NSMCE2
13307,NSMF,0.1664627325,NSMF
13308,NSUN2,0.0298702311,NSUN2
13313,NSUN6,0.3865446876,NSUN6
13320,NT5DC1,-0.0729906137,NT5DC1
13321,NT5DC2,0.1417346087,NT5DC2
13323,NT5E,0.0541116841,NT5E
13324,NT5M,0.1684483959,NT5M
13327,NTHL1,-1.0140489705,NTHL1
13329,NTMT1,0.0368896285,NTMT1
13335,NTPCR,0.081317218,NTPCR
13345,NUB1,-0.0138277164,NUB1
13346,NUBP1,-0.3762923661,NUBP1
13347,NUBP2,0.1492914181,NUBP2
13349,NUCB1,0.0685271007,NUCB1
13351,NUCKS1,-0.0717222457,NUCKS1
13353,NUDCD1,0.0589959521,NUDCD1
13354,NUDCD2,-0.1095934933,NUDCD2
13356,NUDT1,-0.1431448511,NUDT1
13359,NUDT12,-1.3428220875,NUDT12
13361,NUDT15,-0.2768695209,NUDT15
13362,NUDT16,-0.6574163951,NUDT16
13363,NUDT16L1,-0.1910821462,NUDT16L1
13367,NUDT2,-0.5168551423,NUDT2
13368,NUDT5,-0.1076786094,NUDT5
13369,NUDT6,0.3274735524,NUDT6
13371,NUDT9,-0.3513812282,NUDT9
13373,NUF2,-3.0576685546,NUF2
13374,NUFIP1,-0.1184023302,NUFIP1
13377,NUMA1,-0.2563405998,NUMA1
13378,NUMB,0.1031881631,NUMB
13380,NUP153,-0.1061944124,NUP153
13381,NUP155,-0.2499709745,NUP155
13382,NUP160,-0.1728165837,NUP160
13384,NUP205,-0.3654927378,NUP205
13385,NUP210,-0.0481095193,NUP210
13389,NUP35,-0.5916152089,NUP35
13390,NUP37,-0.0955473808,NUP37
13392,NUP50,0.0238185979,NUP50
13393,NUP54,0.0102838771,NUP54
13394,NUP85,-0.3453980906,NUP85
13395,NUP88,-0.0399345768,NUP88
13396,NUP93,-0.0429044235,NUP93
13397,NUP98,-0.1978970601,NUP98
13399,NUPL2,-0.0670813534,NUPL2
13403,NUSAP1,-0.5815034418,NUSAP1
13404,NVL,-0.1111410183,NVL
13412,NXN,-0.0568900127,NXN
13422,NXT1,-0.002879264,NXT1
13423,NXT2,0.7653774853,NXT2
13429,OAF,0.385389179,OAF
13430,OARD1,0.2135507166,OARD1
13435,OAT,0.2942768218,OAT
13437,OAZ2,-0.1200131273,OAZ2
13446,OCEL1,-0.2776111819,OCEL1
13447,OCIAD1,-0.0811865938,OCIAD1
13450,OCLN,-0.0200521812,OCLN
13453,OCRL,-0.5821203261,OCRL
13456,ODC1,0.2933380629,ODC1
13458,ODF2,0.1306153743,ODF2
13459,ODF2L,-0.0172846232,ODF2L
13465,OFD1,0.0922855254,OFD1
13466,OGDH,-0.0344099513,OGDH
13468,OGFOD1,0.2723604129,OGFOD1
13469,OGFOD2,0.4675285871,OGFOD2
13472,OGFRL1,1.0000972267,OGFRL1
13474,OGT,-0.2412279934,OGT
13478,OLA1,-0.1879868006,OLA1
13480,OLFM1,-0.2438593266,OLFM1
13485,OLFML2A,-0.4256850869,OLFML2A
13487,OLFML3,-0.1341317479,OLFML3
13492,OMA1,-0.3851337858,OMA1
13500,OPA1,-0.3353978023,OPA1
13502,OPA3,-0.8387850634,OPA3
13505,OPHN1,-0.4230551427,OPHN1
13506,OPLAH,-0.5838173196,OPLAH
13514,OPRL1,-0.8556886736,OPRL1
13517,OPTN,0.1717199912,OPTN
13901,ORAI2,-0.5304210199,ORAI2
13902,ORAOV1,0.3048281898,ORAOV1
13903,ORC1,-1.1965233615,ORC1
13904,ORC2,-0.3366163278,ORC2
13906,ORC4,0.3225517743,ORC4
13907,ORC5,-0.9837386014,ORC5
13908,ORC6,-0.0872772252,ORC6
13912,ORMDL2,0.4547514566,ORMDL2
13913,ORMDL3,-0.016250428,ORMDL3
13914,OS9,0.239008297,OS9
13915,OSBP,0.0820473148,OSBP
13916,OSBP2,0.019171854,OSBP2
13919,OSBPL11,-0.3057673796,OSBPL11
13924,OSBPL7,-2.4575913419,OSBPL7
13928,OSCP1,0.0161567945,OSCP1
13929,OSGEP,-0.3216532871,OSGEP
13931,OSGIN1,-0.4213135329,OSGIN1
13938,OSTC,-0.052932955,OSTC
13940,OSTF1,0.2477938345,OSTF1
13941,OSTM1,0.3790550915,OSTM1
13955,OTUB2,-1.1862679702,OTUB2
13959,OTUD5,0.3033055241,OTUD5
13961,OTUD6B,-0.4351141268,OTUD6B
13978,OXNAD1,-1.0579910768,OXNAD1
13979,OXR1,-0.0030381732,OXR1
13981,OXSR1,0.282989073,OXSR1
13984,P2RX1,-1.3181191842,P2RX1
13987,P2RX4,-0.1330725818,P2RX4
13988,P2RX6,-1.7926823623,P2RX6
13991,P2RY1,1.273053749,P2RY1
13995,P2RY14,-3.3709182196,P2RY14
14000,P4HA1,0.1749871823,P4HA1
14001,P4HA2,0.3962756912,P4HA2
14003,P4HB,0.1005511301,P4HB
14005,PA2G4,0.162998211,PA2G4
14008,PABPC1,-0.0533766577,PABPC1
14014,PABPC4,-0.0760563215,PABPC4
14021,PACS1,-0.1283453688,PACS1
14023,PACSIN1,-3.2069715611,PACSIN1
14024,PACSIN2,0.0893468315,PACSIN2
14025,PACSIN3,0.0151121618,PACSIN3
14027,PADI2,1.2841077638,PADI2
14032,PAF1,0.0411653997,PAF1
14033,PAFAH1B1,-0.3107339006,PAFAH1B1
14034,PAFAH1B2,-0.218722454,PAFAH1B2
14035,PAFAH1B3,-0.8866814284,PAFAH1B3
14046,PAIP1,-0.1459738882,PAIP1
14047,PAIP2,-0.0159441184,PAIP2
14049,PAK1,-0.2016242398,PAK1
14050,PAK1IP1,-0.3002562851,PAK1IP1
14052,PAK4,-1.3544820608,PAK4
14057,PALM,-0.4408284789,PALM
14060,PAM,-0.0704690404,PAM
14062,PAN3,0.1754193882,PAN3
14064,PANK1,0.6831814597,PANK1
14065,PANK2,0.289514098,PANK2
14066,PANK3,-0.0519399223,PANK3
14067,PANK4,-0.1311432706,PANK4
14068,PANX1,0.2384653153,PANX1
14071,PAOX,0.2376605378,PAOX
14072,PAPD4,-0.1763326565,PAPD4
14073,PAPD5,0.455334472,PAPD5
14074,PAPD7,0.1939885568,PAPD7
14077,PAPOLA,-0.0403293448,PAPOLA
14079,PAPOLG,0.0055209747,PAPOLG
14082,PAPSS1,-0.1248119502,PAPSS1
14083,PAPSS2,0.4360194291,PAPSS2
14088,PAQR7,0.4711848865,PAQR7
14092,PARD3,0.123358635,PARD3
14094,PARD6A,-0.2431400869,PARD6A
14095,PARD6B,0.0074523545,PARD6B
14098,PARK2,-3.3158877555,PARK2
14099,PARK7,-0.0093932994,PARK7
14101,PARM1,0.4903539589,PARM1
14103,PARP1,-0.4652346268,PARP1
14109,PARP16,-0.199747096,PARP16
14110,PARP2,-1.877448912,PARP2
14113,PARP6,-0.0870104262,PARP6
14119,PARVA,-0.1935881008,PARVA
14122,PASK,-0.6321840777,PASK
14127,PATL1,-0.4234095746,PATL1
14129,PATZ1,-0.2386228754,PATZ1
14130,PAWR,0.2135256961,PAWR
14136,PAX6,-0.3320511346,PAX6
14143,PBDC1,0.021035331,PBDC1
14144,PBK,-2.4156594083,PBK
14148,PBX1,-0.8698654748,PBX1
14149,PBX2,-0.9044478418,PBX2
14150,PBX3,0.1704202669,PBX3
14156,PCBD1,-0.2106938386,PCBD1
14158,PCBP3,-1.6021149918,PCBP3
14162,PCCB,-0.0885349757,PCCB
14169,PCDH17,1.6597223489,PCDH17
14192,PCGF1,-0.2473031258,PCGF1
14194,PCGF3,-0.4635185751,PCGF3
14196,PCGF6,-0.6606116109,PCGF6
14197,PCID2,0.0850414172,PCID2
14198,PCIF1,-0.160120754,PCIF1
14200,PCK2,0.3059284566,PCK2
14201,PCLO,-0.2934465944,PCLO
14202,PCM1,0.0720909137,PCM1
14203,PCMT1,0.0303231556,PCMT1
14205,PCMTD2,-0.470819655,PCMTD2
14206,PCNA,0.4177688855,PCNA
14209,PCNP,-0.0756279244,PCNP
14218,PCP2,-0.7529802804,PCP2
14221,PCSK1N,0.1108792518,PCSK1N
14223,PCSK4,-1.8521721336,PCSK4
14224,PCSK5,1.3385433922,PCSK5
14225,PCSK7,0.0308436159,PCSK7
14227,PCTP,-0.4688886352,PCTP
14228,PCYOX1,0.0683894109,PCYOX1
14230,PCYT1B,-3.828819243,PCYT1B
14231,PCYT2,-0.159102087,PCYT2
14232,PDAP1,-0.1122005399,PDAP1
14235,PDCD10,-0.0878069839,PDCD10
14236,PDCD11,-0.2282336222,PDCD11
14238,PDCD2,-0.2460023394,PDCD2
14243,PDCL,-0.1588308297,PDCL
14245,PDCL3,-0.3258909412,PDCL3
14248,PDE10A,0.3465541403,PDE10A
14250,PDE12,0.2252097522,PDE12
14251,PDE1A,-1.7736890533,PDE1A
14253,PDE1C,-0.7577159221,PDE1C
14255,PDE3A,0.1097547765,PDE3A
14256,PDE3B,0.3763340374,PDE3B
14258,PDE4B,-2.5703959998,PDE4B
14260,PDE4D,-0.0077996729,PDE4D
14262,PDE5A,0.5682515064,PDE5A
14263,PDE6A,-1.2597984018,PDE6A
14264,PDE6B,-1.8810228131,PDE6B
14266,PDE6D,0.1239778661,PDE6D
14269,PDE7A,0.0265256058,PDE7A
14272,PDE8B,0.0847216516,PDE8B
14273,PDE9A,-0.3734552727,PDE9A
14274,PDGFA,-0.0767260638,PDGFA
14276,PDGFC,-0.0822474132,PDGFC
14277,PDGFD,-0.329825099,PDGFD
14278,PDGFRA,-0.3569878643,PDGFRA
14280,PDGFRL,-0.3879894404,PDGFRL
14283,PDHB,-0.1906001894,PDHB
14284,PDHX,0.1397248157,PDHX
14285,PDIA3,0.1658803102,PDIA3
14287,PDIA4,0.1137210641,PDIA4
14288,PDIA5,0.2384120197,PDIA5
14289,PDIA6,0.1413403025,PDIA6
14292,PDK1,-0.6439459029,PDK1
14293,PDK2,-0.5134797823,PDK2
14294,PDK3,-0.0459402987,PDK3
14295,PDK4,-0.0843254331,PDK4
14296,PDLIM1,-0.1479106118,PDLIM1
14298,PDLIM3,-0.0861773581,PDLIM3
14300,PDLIM5,-0.4312657032,PDLIM5
14301,PDLIM7,-0.1129487717,PDLIM7
14302,PDP1,0.3710712434,PDP1
14303,PDP2,-0.0602185864,PDP2
14304,PDPK1,0.1041571902,PDPK1
14305,PDPN,-0.2015866118,PDPN
14306,PDPR,0.1176281543,PDPR
14307,PDRG1,-0.228039029,PDRG1
14309,PDS5B,-0.1922942387,PDS5B
14313,PDXDC1,-0.0136640785,PDXDC1
14317,PDZD11,-0.1576307428,PDZD11
14318,PDZD2,-1.6219912531,PDZD2
14322,PDZD8,0.4383267767,PDZD8
14332,PEBP1,-0.0325602376,PEBP1
14335,PEF1,0.1241733587,PEF1
14340,PELI3,0.5558519397,PELI3
14341,PELP1,-0.0144799229,PELP1
14344,PEPD,-0.0233791332,PEPD
14345,PER1,0.6366888156,PER1
14346,PER2,-0.352936906,PER2
14347,PER3,-2.0435823901,PER3
14349,PERP,0.0011636409,PERP
14353,PEX1,-0.1244652941,PEX1
14354,PEX10,0.0838889819,PEX10
14355,PEX11A,-0.5936013899,PEX11A
14356,PEX11G,-2.0822095958,PEX11G
14357,PEX12,-0.2028852441,PEX12
14358,PEX13,0.0230729798,PEX13
14359,PEX14,-0.4358110839,PEX14
14360,PEX16,0.346347166,PEX16
14361,PEX19,-0.2666730783,PEX19
14362,PEX2,-0.6731976323,PEX2
14363,PEX26,0.0865862787,PEX26
14364,PEX3,-0.7018839473,PEX3
14365,PEX5,-0.1281008338,PEX5
14368,PEX7,-0.2106616775,PEX7
14372,PFDN1,0.072689036,PFDN1
14375,PFDN5,0.0298567233,PFDN5
14378,PFKFB2,0.1298681894,PFKFB2
14379,PFKFB3,0.1136165916,PFKFB3
14381,PFKL,0.1022240655,PFKL
14382,PFKM,-0.5199439842,PFKM
14383,PFKP,-0.1039308287,PFKP
14384,PFN1,-0.0389326189,PFN1
14386,PFN2,-0.2708067751,PFN2
14395,PGAM5,-0.3399126049,PGAM5
14397,PGAP2,-0.6951638109,PGAP2
14401,PGBD5,0.331756498,PGBD5
14406,PGGT1B,-0.301460401,PGGT1B
14407,PGK1,0.0130353321,PGK1
14409,PGLS,-0.3467951588,PGLS
14414,PGM1,-0.1637647255,PGM1
14420,PGPEP1,0.0720546509,PGPEP1
14423,PGRMC1,0.1930578118,PGRMC1
14424,PGRMC2,-0.1030260231,PGRMC2
14430,PHAX,0.3030393994,PHAX
14432,PHB2,-0.1135794127,PHB2
14433,PHC1,-0.0238541118,PHC1
14434,PHC2,2.2608892585,PHC2
14435,PHC3,-0.0654968906,PHC3
14436,PHEX,0.4798474024,PHEX
14438,PHF1,-0.3270435312,PHF1
14441,PHF12,-0.0545154194,PHF12
14442,PHF13,0.1329961587,PHF13
14443,PHF14,-0.3067625737,PHF14
14447,PHF19,-0.9960875225,PHF19
14448,PHF2,0.0983331265,PHF2
14449,PHF20,-0.424419578,PHF20
14451,PHF21A,-0.0594136507,PHF21A
14453,PHF23,-0.1513661119,PHF23
14454,PHF3,-0.1448079648,PHF3
14455,PHF5A,0.1396529744,PHF5A
14457,PHF7,-0.0873170112,PHF7
14458,PHF8,0.3451068001,PHF8
14459,PHGDH,-0.3405902168,PHGDH
14462,PHKA1,-0.0757408625,PHKA1
14465,PHKB,-0.3494610324,PHKB
14467,PHLDA1,-0.0836415651,PHLDA1
14469,PHLDA3,0.0377898687,PHLDA3
14472,PHLPP1,0.348809791,PHLPP1
14478,PHRF1,0.1321771967,PHRF1
14480,PHTF2,0.124593526,PHTF2
14481,PHYH,0.3312090497,PHYH
14483,PHYHIP,-1.8000336356,PHYHIP
14489,PI4KA,-0.0396709389,PI4KA
14492,PI4KB,0.1204532639,PI4KB
14494,PIAS1,-0.2253549522,PIAS1
14495,PIAS2,0.0199626159,PIAS2
14496,PIAS3,-0.0078441251,PIAS3
14497,PIAS4,-0.1695312571,PIAS4
14499,PICALM,-0.1819975424,PICALM
14500,PICK1,-0.2316599398,PICK1
14507,PIGA,-0.8072242337,PIGA
14512,PIGH,-0.4039286254,PIGH
14513,PIGK,-0.0426784747,PIGK
14515,PIGM,0.3122020678,PIGM
14518,PIGP,0.1364501263,PIGP
14519,PIGQ,-0.0124825673,PIGQ
14521,PIGS,0.1959737967,PIGS
14522,PIGT,0.2392405423,PIGT
14523,PIGU,-0.8990163071,PIGU
14524,PIGV,0.4173588058,PIGV
14527,PIH1D1,-0.2716289634,PIH1D1
14530,PIK3AP1,0.7548666375,PIK3AP1
14531,PIK3C2A,0.3426090799,PIK3C2A
14532,PIK3C2B,-1.3198695545,PIK3C2B
14534,PIK3C3,-0.3379749536,PIK3C3
14537,PIK3CD,0.2819889991,PIK3CD
14539,PIK3IP1,0.4344432529,PIK3IP1
14542,PIK3R3,0.8929139718,PIK3R3
14543,PIK3R4,0.2180576298,PIK3R4
14547,PIM1,-0.1613774062,PIM1
14549,PIM3,-0.052750535,PIM3
14550,PIN1,0.1297722123,PIN1
14556,PINX1,3.1489828873,PINX1
14559,PIP4K2A,-0.233834288,PIP4K2A
14561,PIP4K2C,0.2945058379,PIP4K2C
14563,PIP5K1B,0.4159359246,PIP5K1B
14564,PIP5K1C,0.0316939172,PIP5K1C
14573,PITPNA,0.1974409716,PITPNA
14575,PITPNB,-0.100995574,PITPNB
14577,PITPNM1,0.0363536203,PITPNM1
14579,PITRM1,0.2447614249,PITRM1
14582,PITX2,0.0506640788,PITX2
14588,PJA2,-0.0866448631,PJA2
14600,PKHD1L1,#VALUE!,PKHD1L1
14602,PKIA,-0.5659412273,PKIA
14603,PKIB,-0.9094684663,PKIB
14604,PKIG,-0.7352658365,PKIG
14607,PKMYT1,-0.1662562331,PKMYT1
14608,PKN1,-0.4691941403,PKN1
14609,PKN2,-0.4166684323,PKN2
14614,PKP2,-0.3163898761,PKP2
14620,PLA2G15,0.2650915634,PLA2G15
14621,PLA2G16,0.3793488874,PLA2G16
14634,PLA2G5,#VALUE!,PLA2G5
14635,PLA2G6,0.2217240857,PLA2G6
14644,PLAG1,-0.0822810226,PLAG1
14645,PLAGL2,-0.2380237717,PLAGL2
14647,PLAU,0.8138941793,PLAU
14649,PLB1,-0.477666072,PLB1
14651,PLBD2,0.0543275965,PLBD2
14652,PLCB1,-0.6218146984,PLCB1
14653,PLCB2,-1.6365003557,PLCB2
14654,PLCB3,-0.0712235518,PLCB3
14656,PLCD1,1.0735318648,PLCD1
