,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Cleaned Gene Symbols
12376,10491385,0.66,0.25418913,-1.218337,-4.57,-0.5626899999999999,Actl6a,actin-like 6A,ACTL6A
27700,10401244,0.7659999999999999,0.61077251,-0.527319,-4.66,-0.1032683,Actn1,"actinin, alpha 1",ACTN1
27838,10407742,0.77,0.61661562,-0.518573,-4.66,-0.6725004,Actn2,actinin alpha 2,ACTN2
18665,10464836,0.66,0.35490694,0.9754870000000001,-4.61,0.19248320000000002,Actn3,actinin alpha 3,ACTN3
10674,10561527,0.66,0.23120823,-1.284377,-4.56,-0.7606649000000001,Actn4,actinin alpha 4,ACTN4
23347,10396177,0.6829999999999999,0.45859866,-0.774459,-4.63,-0.536392,Actr10,ARP10 actin-related protein 10,ACTR10
31158,10468217,0.871,0.78037841,-0.28734699999999996,-4.68,-0.1830466,Actr1a,"ARP1 actin-related protein 1A, centractin alpha",ACTR1A
23025,10384522,0.679,0.45011794,-0.789643,-4.63,-0.5633786,Actr2,ARP2 actin-related protein 2,ACTR2
30000,10478133,0.8340000000000001,0.71962086,0.37049,-4.67,0.058717599999999995,Actr5,ARP5 actin-related protein 5,ACTR5
2837,10371830,0.66,0.11959026,-1.720482,-4.48,-0.7955119,Actr6,ARP6 actin-related protein 6,ACTR6
16496,10482824,0.66,0.31695775,-1.0597940000000001,-4.59,-0.17839839999999998,Acvr1,"activin A receptor, type 1",ACVR1
28339,10471953,0.7829999999999999,0.63868162,-0.48591899999999993,-4.66,-0.08738589999999999,Acvr2a,activin receptor IIA,ACVR2A
4894,10590169,0.66,0.15366095,1.558574,-4.51,0.269877,Acvr2b,activin receptor IIB,ACVR2B
16437,10401630,0.66,0.31613408,-1.061708,-4.59,-0.23450839999999998,Acyp1,"acylphosphatase 1, erythrocyte (common) type",ACYP1
20774,10489391,0.664,0.39678566,0.889876,-4.62,0.1423109,Ada,adenosine deaminase,ADA
27427,10381619,0.759,0.5986164,0.545656,-4.66,0.1045248,Adam11,a disintegrin and metallopeptidase domain 11,ADAM11
15697,10499560,0.66,0.30475665,-1.088537,-4.59,-0.3622909,Adam15,a disintegrin and metallopeptidase domain 15 (metargidin),ADAM15
1701,10399605,0.66,0.09434168,-1.870591,-4.45,-0.692353,Adam17,a disintegrin and metallopeptidase domain 17,ADAM17
12290,10346882,0.66,0.25281728,1.2221389999999999,-4.57,0.24782670000000004,Adam23,a disintegrin and metallopeptidase domain 23,ADAM23
31360,10440522,0.878,0.79237959,0.27119899999999997,-4.68,0.05268430000000001,Adamts1,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 1",ADAMTS1
10052,10423109,0.66,0.22316086,1.308794,-4.55,0.2892347,Adamts12,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 12",ADAMTS12
1945,10591988,0.66,0.100866,1.828514,-4.46,0.3835199,Adamts15,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 15",ADAMTS15
31598,10587748,0.887,0.8064800999999999,0.252325,-4.68,0.0589895,Adamts7,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7",ADAMTS7
993,10546454,0.66,0.07303065,-2.03025,-4.42,-0.6702256999999999,Adamts9,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 9",ADAMTS9
30299,10500183,0.8420000000000001,0.73425308,-0.35023200000000004,-4.67,-0.06602910000000001,Adamtsl4,ADAMTS-like 4,ADAMTSL4
32669,10493565,0.925,0.86973694,-0.168754,-4.68,-0.030202499999999997,Adar,"adenosine deaminase, RNA-specific",ADAR
13730,10370303,0.66,0.27465848,-1.163506,-4.58,-0.24961420000000004,Adarb1,"adenosine deaminase, RNA-specific, B1",ADARB1
13415,10545237,0.66,0.26962268,-1.1766809999999999,-4.57,-0.22326500000000002,Adck1,aarF domain containing kinase 1,ADCK1
22323,10537441,0.674,0.43264285,0.821544,-4.63,0.1497191,Adck2,aarF domain containing kinase 2,ADCK2
14888,10424929,0.66,0.29236545,1.11866,-4.58,0.20550170000000004,Adck5,aarF domain containing kinase 5,ADCK5
16421,10410408,0.66,0.31591878,1.062208,-4.59,0.2587667,Adcy2,adenylate cyclase 2,ADCY2
23148,10394258,0.6809999999999999,0.4536646,0.78327,-4.63,0.1716049,Adcy3,adenylate cyclase 3,ADCY3
12498,10435388,0.66,0.25604586,-1.213219,-4.57,-0.3444236,Adcy5,adenylate cyclase 5,ADCY5
3215,10432190,0.66,0.1259529,-1.6873080000000003,-4.48,-0.8676745000000001,Adcy6,adenylate cyclase 6,ADCY6
12102,10521222,0.66,0.25015676,-1.229559,-4.57,-0.5343486999999999,Add1,adducin 1 (alpha),ADD1
4772,10539669,0.66,0.15180434,1.566518,-4.5,0.4205028,Add2,adducin 2 (beta),ADD2
3960,10463911,0.66,0.13897573,-1.6239190000000001,-4.49,-0.5646724,Add3,adducin 3 (gamma),ADD3
12125,10508500,0.66,0.25044662,1.228748,-4.57,0.25957179999999996,Adgrb2,adhesion G protein-coupled receptor B2,ADGRB2
33173,10602896,0.9420000000000001,0.89865884,0.131012,-4.68,0.023625599999999997,Adgrg2,adhesion G protein-coupled receptor G2,ADGRG2
30013,10573234,0.8340000000000001,0.72016727,-0.36973,-4.67,-0.08176839999999999,Adgrl1,adhesion G protein-coupled receptor L1,ADGRL1
649,10502774,0.66,0.05788884,-2.173633,-4.39,-0.7546119000000001,Adgrl2,adhesion G protein-coupled receptor L2,ADGRL2
3154,10522749,0.66,0.12511379,1.6915939999999998,-4.48,0.2914112,Adgrl3,adhesion G protein-coupled receptor L3,ADGRL3
23964,10496872,0.691,0.47607852,-0.743734,-4.64,-0.6393606,Adgrl4,adhesion G protein-coupled receptor L4,ADGRL4
7819,10344725,0.66,0.19462962,-1.401829,-4.53,-0.9590310999999999,Adhfe1,"alcohol dehydrogenase, iron containing, 1",ADHFE1
12151,10395058,0.66,0.25076548,-1.227856,-4.57,-0.6253451,Adi1,acireductone dioxygenase 1,ADI1
24932,10350015,0.705,0.50581543,-0.693084,-4.64,-0.5512619000000001,Adipor1,adiponectin receptor 1,ADIPOR1
20991,10547386,0.664,0.40109804,-0.8814360000000001,-4.62,-0.5106402,Adipor2,adiponectin receptor 2,ADIPOR2
7426,10413086,0.66,0.18987178,-1.4184649999999999,-4.53,-1.0271308000000001,Adk,adenosine kinase,ADK
29778,10556297,0.828,0.70948019,-0.384626,-4.67,-0.058969900000000006,Adm,adrenomedullin,ADM
33017,10459912,0.937,0.89033667,0.141848,-4.68,0.024415799999999998,Adnp2,ADNP homeobox 2,ADNP2
31111,10369779,0.8690000000000001,0.77750571,0.291225,-4.68,0.0452221,Ado,2-aminoethanethiol (cysteamine) dioxygenase,ADO
28571,10357878,0.79,0.64975835,0.469739,-4.67,0.0770625,Adora1,adenosine A1 receptor,ADORA1
2513,10376832,0.66,0.11362247,1.753104,-4.47,0.3907173,Adora2b,adenosine A2b receptor,ADORA2B
25968,10585860,0.7240000000000001,0.54105798,0.6353810000000001,-4.65,0.1049516,Adpgk,ADP-dependent glucokinase,ADPGK
8551,10439455,0.66,0.20401578,-1.37001,-4.54,-0.21128490000000003,Adprh,ADP-ribosylarginine hydrolase,ADPRH
23632,10577125,0.6859999999999999,0.46674012,-0.760055,-4.64,-0.5896058000000001,Adprhl1,ADP-ribosylhydrolase like 1,ADPRHL1
17994,10516325,0.66,0.34342325,1.000251,-4.6,0.163967,Adprhl2,ADP-ribosylhydrolase like 2,ADPRHL2
33479,10387111,0.9520000000000001,0.91679413,-0.107456,-4.68,-0.0198566,Adprm,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent",ADPRM
31888,10385353,0.898,0.8236853000000001,0.22942800000000002,-4.68,0.0375824,Adra1b,"adrenergic receptor, alpha 1b",ADRA1B
33024,10464167,0.937,0.89067251,0.14141099999999998,-4.68,0.021812400000000003,Adrb1,"adrenergic receptor, beta 1",ADRB1
34453,10459288,0.988,0.97889821,-0.027197000000000002,-4.69,-0.0051446999999999994,Adrb2,"adrenergic receptor, beta 2",ADRB2
26689,10499883,0.74,0.56793343,-0.592852,-4.65,-0.19883989999999999,Adrm1,adhesion regulating molecule 1,ADRM1
28594,10425461,0.7909999999999999,0.6510241999999999,-0.46789899999999995,-4.67,-0.2439692,Adsl,adenylosuccinate lyase,ADSL
6736,10360522,0.66,0.17995923,-1.454317,-4.53,-0.31467829999999997,Adss,"adenylosuccinate synthetase, non muscle",ADSS
16144,10374083,0.66,0.31184429999999996,1.071734,-4.59,0.2014986,Aebp1,AE binding protein 1,AEBP1
15369,10542557,0.66,0.29942217,-1.101385,-4.59,-0.22333899999999998,Aebp2,AE binding protein 2,AEBP2
23172,10554233,0.6809999999999999,0.45427972,-0.782168,-4.63,-0.13245389999999999,Aen,apoptosis enhancing nuclease,AEN
9545,10365136,0.66,0.21667261,-1.329025,-4.55,-1.4071195,Aes,amino-terminal enhancer of split,AES
16697,10523647,0.66,0.3203087,-1.05205,-4.59,-0.2949425,Aff1,"AF4/FMR2 family, member 1",AFF1
13646,10375980,0.66,0.27359428,-1.166274,-4.58,-0.8297117,Aff4,"AF4/FMR2 family, member 4",AFF4
8583,10459534,0.66,0.20427532,-1.369148,-4.54,-0.9293072,Afg3l2,AFG3-like AAA ATPase 2,AFG3L2
18988,10571774,0.66,0.36062706,-0.9633729999999999,-4.61,-0.3053338,Aga,aspartylglucosaminidase,AGA
7855,10348432,0.66,0.1950751,-1.40029,-4.54,-0.3436866,Agap1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",AGAP1
27975,10520211,0.772,0.6217063,-0.510988,-4.66,-0.09854410000000001,Agap3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",AGAP3
10400,10347873,0.66,0.22772279,-1.294864,-4.55,-0.6732268,Agfg1,ArfGAP with FG repeats 1,AGFG1
27244,10534889,0.754,0.59098108,0.557275,-4.66,0.0845313,Agfg2,ArfGAP with FG repeats 2,AGFG2
18848,10537463,0.66,0.35815188,-0.9685969999999999,-4.61,-0.2144453,Agk,acylglycerol kinase,AGK
15218,10501699,0.66,0.29720951,-1.106767,-4.59,-0.7197868000000001,Agl,"amylo-1,6-glucosidase, 4-alpha-glucanotransferase",AGL
16512,10429329,0.66,0.31718471,-1.059268,-4.59,-0.2608703,Ago2,argonaute RISC catalytic subunit 2,AGO2
6071,10444420,0.66,0.17077331,-1.489111,-4.52,-0.7269649,Agpat1,"1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha)",AGPAT1
17390,10481092,0.66,0.33267192,-1.0240040000000001,-4.6,-0.6724241999999999,Agpat2,"1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)",AGPAT2
23105,10370471,0.6809999999999999,0.45252022,-0.785323,-4.63,-0.5670313,Agpat3,1-acylglycerol-3-phosphate O-acyltransferase 3,AGPAT3
14639,10441740,0.66,0.28841544,1.128473,-4.58,0.23648850000000002,Agpat4,"1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)",AGPAT4
17410,10570573,0.66,0.33290645,-1.02348,-4.6,-0.4853558,Agpat5,"1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)",AGPAT5
29583,10519270,0.8220000000000001,0.69965863,-0.398399,-4.67,-0.08224429999999999,Agrn,agrin,AGRN
2069,10582658,0.66,0.10362541,1.811479,-4.46,0.33245929999999996,Agt,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)",AGT
22641,10409737,0.6759999999999999,0.44023741,-0.807575,-4.63,-0.7332078000000001,Agtpbp1,ATP/GTP binding protein 1,AGTPBP1
29301,10518455,0.8109999999999999,0.68404125,-0.420472,-4.67,-0.1801384,Agtrap,"angiotensin II, type I receptor-associated protein",AGTRAP
11084,10501143,0.66,0.23670300000000002,-1.268109,-4.56,-0.7548965999999999,Ahcyl1,S-adenosylhomocysteine hydrolase-like 1,AHCYL1
9208,10536931,0.66,0.21200264,-1.343905,-4.55,-0.3930035,Ahcyl2,S-adenosylhomocysteine hydrolase-like 2,AHCYL2
29649,10362005,0.825,0.70386687,0.392488,-4.67,0.0881996,Ahi1,Abelson helper integration site 1,AHI1
28903,10400006,0.8009999999999999,0.66571914,-0.44665600000000005,-4.67,-0.0856014,Ahr,aryl-hydrocarbon receptor,AHR
17065,10410604,0.66,0.32648208,1.0379450000000001,-4.6,0.2324976,Ahrr,aryl-hydrocarbon receptor repressor,AHRR
32016,10363528,0.902,0.83093215,0.219825,-4.68,0.0369607,Aifm2,"apoptosis-inducing factor, mitochondrion-associated 2",AIFM2
23556,10367973,0.6859999999999999,0.46478868,-0.763493,-4.64,-0.2758652,Aig1,androgen-induced 1,AIG1
33031,10502232,0.938,0.89105891,0.140907,-4.68,0.045991199999999996,Aimp1,aminoacyl tRNA synthetase complex-interacting multifunctional protein 1,AIMP1
11930,10464603,0.66,0.2479261,-1.235831,-4.56,-0.3217185,Aip,aryl-hydrocarbon receptor-interacting protein,AIP
30730,10419790,0.855,0.75634471,0.31994,-4.68,0.0684867,Ajuba,ajuba LIM protein,AJUBA
23040,10508382,0.68,0.45081988,-0.7883789999999999,-4.63,-0.3569256,Ak2,adenylate kinase 2,AK2
7479,10466925,0.66,0.19036974,-1.416707,-4.53,-1.0489903,Ak3,adenylate kinase 3,AK3
2853,10472923,0.66,0.11988988,-1.718884,-4.48,-0.8823757999999999,Ak4,adenylate kinase 4,AK4
30221,10398130,0.84,0.73042656,0.355514,-4.67,0.07108989999999998,Ak7,adenylate kinase 7,AK7
8700,10389701,0.66,0.20570596,-1.364414,-4.54,-0.5225291,Akap1,A kinase (PRKA) anchor protein 1,AKAP1
11304,10386824,0.66,0.23967651,-1.259436,-4.56,-0.37022790000000005,Akap10,A kinase (PRKA) anchor protein 10,AKAP10
12486,10421758,0.66,0.25580504,-1.213881,-4.57,-0.4124897,Akap11,A kinase (PRKA) anchor protein 11,AKAP11
18373,10367634,0.66,0.34925158,-0.987606,-4.6,-0.22646190000000002,Akap12,A kinase (PRKA) anchor protein (gravin) 12,AKAP12
3773,10554166,0.66,0.13569794,-1.6393490000000002,-4.49,-0.4886437,Akap13,A kinase (PRKA) anchor protein 13,AKAP13
18487,10541998,0.66,0.35119279999999997,0.9834299999999999,-4.6,0.26481570000000004,Akap3,A kinase (PRKA) anchor protein 3,AKAP3
34011,10396640,0.972,0.95066573,0.063624,-4.69,0.012953000000000001,Akap5,A kinase (PRKA) anchor protein 5,AKAP5
4897,10395702,0.66,0.15372128,-1.558317,-4.51,-1.0065933,Akap6,A kinase (PRKA) anchor protein 6,AKAP6
14993,10368356,0.66,0.29383353,-1.115039,-4.58,-0.5094614000000001,Akap7,A kinase (PRKA) anchor protein 7,AKAP7
8858,10449839,0.66,0.20784033,-1.3574030000000001,-4.54,-0.7025624,Akap8,A kinase (PRKA) anchor protein 8,AKAP8
29412,10449854,0.815,0.68966668,-0.41249600000000003,-4.67,-0.15841670000000002,Akap8l,A kinase (PRKA) anchor protein 8-like,AKAP8L
24063,10556208,0.6920000000000001,0.47905414,0.738577,-4.64,0.2045605,Akip1,A kinase (PRKA) interacting protein 1,AKIP1
