,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Cleaned Gene Symbols
5142,ILMN_1370027,1.57e-06,3.5799999999999995e-07,-8.151112,5.9919,-1.26037183,Acot9,acyl-CoA thioesterase 9,ACOT9
18987,ILMN_1370783,0.545,0.46,-0.757053,-7.784700999999999,-0.02758012,Acox2,acyl-CoA oxidase 2,ACOX2
12097,ILMN_1350613,0.0323,0.0174,-2.644646,-4.995565,-0.28036414,Acox3,"acyl-CoA oxidase 3, pristanoyl",ACOX3
6960,ILMN_1361506,7.049999999999999e-05,2.18e-05,-5.856542,1.728003,-0.75654186,Acp1,"acid phosphatase 1, soluble",ACP1
2866,ILMN_1374963,4e-09,5.13e-10,-12.888309,12.829856,-1.50351951,Acp2,"acid phosphatase 2, lysosomal",ACP2
332,ILMN_1354025,3.9399999999999994e-13,5.83e-15,-26.642834999999998,24.611711,-1.98185723,Acp6,"acid phosphatase 6, lysophosphatidic",ACP6
2078,ILMN_1363750,4.55e-10,4.2e-11,-15.189254,15.440957999999998,-2.77670242,Acsl1,acyl-CoA synthetase long-chain family member 1,ACSL1
8236,ILMN_1371034,0.0005610000000000001,0.000205,4.743308,-0.574725,0.53256258,Acsl4,acyl-CoA synthetase long-chain family member 4,ACSL4
4550,ILMN_1360580,3.56e-07,7.2e-08,-9.168578,7.66465,-1.70009508,Acss2,acyl-CoA synthetase short-chain family member 2,ACSS2
14525,ILMN_1363482,0.125,0.0807,-1.8610220000000002,-6.417898999999999,-0.08449491,Acss3,acyl-CoA synthetase short-chain family member 3,ACSS3
1006,ILMN_1360149,1.34e-11,6.01e-13,-19.931165,19.852806,-4.14342354,Acta1,"actin, alpha 1, skeletal muscle",ACTA1
2296,ILMN_1355194,8.359999999999999e-10,8.52e-11,-14.505757000000001,14.703489999999999,-1.44357061,Actl6a,actin-like 6A,ACTL6A
7874,ILMN_1366137,0.000327,0.00011399999999999999,-5.026737000000001,0.023053999999999998,-0.18095652,Actn1,"actinin, alpha 1",ACTN1
2460,ILMN_1370908,1.35e-09,1.48e-10,-13.992332999999999,14.129143,-4.11356706,Actn2,actinin alpha 2,ACTN2
4412,ILMN_1362652,2.51e-07,4.91e-08,9.423381,8.064035,0.35739212,Actn3,actinin alpha 3,ACTN3
988,ILMN_1376987,1.19e-11,5.21e-13,-20.110516,19.999443,-1.38441145,Actn4,actinin alpha 4,ACTN4
4240,ILMN_1367040,1.6399999999999999e-07,3.1e-08,-9.737347999999999,8.545913,-1.2650143,Actr10,actin-related protein 10 homolog,ACTR10
805,ILMN_2040250,4.81e-12,1.7199999999999997e-13,-21.563624,21.142698,-1.93892079,Actr1a,"ARP1 actin-related protein 1 homolog A, centractin alpha",ACTR1A
3336,ILMN_1367256,1.4099999999999999e-08,2.09e-09,-11.731182,11.363975,-2.65943368,Actr2,ARP2 actin related protein 2 homolog,ACTR2
10235,ILMN_1371640,0.006940000000000001,0.00316,-3.4541239999999998,-3.3308470000000003,-0.19529176,Actr5,ARP5 actin-related protein 5 homolog,ACTR5
15337,ILMN_1367096,0.177,0.121,-1.6362,-6.7689770000000005,-0.22011665,Actr6,ARP6 actin-related protein 6 homolog,ACTR6
7427,ILMN_1349367,0.00016299999999999998,5.3700000000000004e-05,-5.399863,0.7989069999999999,-0.73456573,Acvr1,activin A receptor type 1,ACVR1
9541,ILMN_1353512,0.00339,0.00144,3.822093,-2.545712,0.47022225,Acvr2a,activin A receptor type 2A,ACVR2A
696,ILMN_1374926,3.0699999999999996e-12,9.5e-14,-22.382855,21.754371,-1.52105632,Acvr2b,activin A receptor type 2B,ACVR2B
7250,ILMN_1372364,0.000118,3.79e-05,-5.574489,1.157007,-1.07948118,Acyp1,acylphosphatase 1,ACYP1
13087,ILMN_1358817,0.0611,0.0355,-2.2904240000000002,-5.670764,-0.19597278,Ada,adenosine deaminase,ADA
21797,ILMN_1353836,0.905,0.8759999999999999,-0.158219,-8.069975,-0.00669456,Adam11,ADAM metallopeptidase domain 11,ADAM11
5278,ILMN_1358509,2.13e-06,4.99e-07,-7.949878,5.6456919999999995,-0.50465953,Adam15,ADAM metallopeptidase domain 15,ADAM15
1452,ILMN_1360815,6.420000000000001e-11,4.14e-12,-17.631138,17.851561,-1.97545883,Adam17,ADAM metallopeptidase domain 17,ADAM17
12271,ILMN_1373052,0.0362,0.0197,-2.583129,-5.115911,-0.09429169999999999,Adam23,ADAM metallopeptidase domain 23,ADAM23
5546,ILMN_1367103,3.65e-06,9.000000000000001e-07,-7.600582000000001,5.032264,-1.5764837999999999,Adamts1,"ADAM metallopeptidase with thrombospondin type 1 motif, 1",ADAMTS1
22394,ILMN_1374283,0.983,0.978,-0.028555,-8.082798,-0.00151711,Adamts12,"ADAM metallopeptidase with thrombospondin type 1 motif, 12",ADAMTS12
12865,ILMN_1373794,0.0539,0.0308,2.3624650000000003,-5.537171,0.07855006,Adamts15,"ADAM metallopeptidase with thrombospondin type 1 motif, 15",ADAMTS15
2043,ILMN_1354679,4.22e-10,3.83e-11,-15.279465,15.536079,-1.25726655,Adamts7,"ADAM metallopeptidase with thrombospondin type 1 motif, 7",ADAMTS7
4208,ILMN_1358241,1.54e-07,2.88e-08,-9.786999,8.621103,-0.85865398,Adamts9,"ADAM metallopeptidase with thrombospondin type 1 motif, 9",ADAMTS9
7040,ILMN_2038984,8.070000000000001e-05,2.52e-05,-5.781117,1.576236,-0.31429603,Adamtsl4,ADAMTS-like 4,ADAMTSL4
19831,ILMN_2039943,0.652,0.574,0.573936,-7.910403,0.04935005,Adar,"adenosine deaminase, RNA-specific",ADAR
19678,ILMN_1357718,0.634,0.5539999999999999,-0.604744,-7.891560000000001,-0.04094373,Adarb1,"adenosine deaminase, RNA-specific, B1",ADARB1
8296,ILMN_1363187,0.0006309999999999999,0.00023199999999999997,-4.683136,-0.702417,-0.20192879,Adck1,aarF domain containing kinase 1,ADCK1
3632,ILMN_1361404,3.2200000000000004e-08,5.1900000000000005e-09,-11.025471000000001,10.411703999999999,-0.75147935,Adck2,aarF domain containing kinase 2,ADCK2
5388,ILMN_1371644,2.61e-06,6.26e-07,-7.814916,5.410565,-0.60235664,Adck5,aarF domain containing kinase 5,ADCK5
5905,ILMN_1371561,8.82e-06,2.31e-06,-7.059361999999999,4.049958,-0.45540990000000003,Adcy2,adenylate cyclase 2,ADCY2
7377,ILMN_1370411,0.00015,4.91e-05,-5.444175,0.8900950000000001,-0.31144724,Adcy3,adenylate cyclase 3,ADCY3
18241,ILMN_1366363,0.456,0.369,0.9230280000000001,-7.643074,0.2240761,Adcy5,adenylate cyclase 5,ADCY5
22464,ILMN_1362372,0.991,0.9890000000000001,-0.01436,-8.083121,-0.00095479,Adcy6,adenylate cyclase 6,ADCY6
17304,ILMN_1361504,0.35100000000000003,0.27,1.142091,-7.418099000000001,0.11503274,Add1,adducin 1,ADD1
6642,ILMN_1350628,3.929999999999999e-05,1.1599999999999999e-05,6.184125,2.378981,0.23276764,Add2,adducin 2,ADD2
2464,ILMN_1349336,1.36e-09,1.49e-10,-13.986175,14.122143,-1.83602915,Add3,adducin 3,ADD3
12309,ILMN_1362409,0.0371,0.0203,-2.569464,-5.142484,-0.09779426,Adgrb2,adhesion G protein-coupled receptor B2,ADGRB2
16809,ILMN_1357670,0.303,0.226,1.257305,-7.283431,0.11291767,Adgrg2,adhesion G protein-coupled receptor G2,ADGRG2
5578,ILMN_1360586,3.95e-06,9.78e-07,-7.551532000000001,4.9448419999999995,-0.55832608,Adgrl1,adhesion G protein-coupled receptor L1,ADGRL1
80,ILMN_1367511,2.79e-14,1e-16,-34.253408,28.698674,-2.71127494,Adgrl2,adhesion G protein-coupled receptor L2,ADGRL2
8531,ILMN_1370509,0.000889,0.000337,4.505751999999999,-1.080173,0.21698472,Adgrl3,adhesion G protein-coupled receptor L3,ADGRL3
3627,ILMN_1369759,3.19e-08,5.14e-09,-11.033539999999999,10.422858999999999,-1.30183263,Adgrl4,adhesion G protein-coupled receptor L4,ADGRL4
2394,ILMN_1350285,1.1199999999999999e-09,1.19e-10,-14.192120000000001,14.354788000000001,-1.77906224,Adhfe1,"alcohol dehydrogenase, iron containing, 1",ADHFE1
1033,ILMN_1368814,1.43e-11,6.559999999999999e-13,-19.820609,19.761779999999998,-1.46151651,Adi1,acireductone dioxygenase 1,ADI1
450,ILMN_1374105,8.32e-13,1.67e-14,-24.956668,23.540263,-4.35175979,Adipor1,adiponectin receptor 1,ADIPOR1
12550,ILMN_1367645,0.044000000000000004,0.0245,-2.475459,-5.323606,-0.42250069,Adipor2,adiponectin receptor 2,ADIPOR2
3560,ILMN_1358322,2.5899999999999997e-08,4.0999999999999995e-09,-11.204756,10.658072,-1.72059847,Adk,adenosine kinase,ADK
3409,ILMN_1356203,1.66e-08,2.51e-09,-11.585066000000001,11.170606,-1.02059339,Adm,adrenomedullin,ADM
5721,ILMN_1364804,5.69e-06,1.44e-06,-7.326378,4.539457,-0.48324461,Adnp2,ADNP homeobox 2,ADNP2
17195,ILMN_1351056,0.34,0.259,-1.1679329999999999,-7.3888419999999995,-0.07221289,Ado,2-aminoethanethiol dioxygenase,ADO
11297,ILMN_1367299,0.0177,0.008870000000000001,-2.967446,-4.347099,-0.18826584,Adora1,adenosine A1 receptor,ADORA1
10886,ILMN_1357083,0.0125,0.00606,-3.147648,-3.9750650000000003,-0.10035806,Adora2b,adenosine A2B receptor,ADORA2B
2604,ILMN_1373217,1.9100000000000002e-09,2.21e-10,-13.626613,13.708762,-1.00504641,Adpgk,ADP-dependent glucokinase,ADPGK
409,ILMN_1358621,6.779999999999999e-13,1.23e-14,-25.427712,23.846866000000002,-2.31332531,Adprh,ADP-ribosylarginine hydrolase,ADPRH
502,ILMN_1361752,1.06e-12,2.36e-14,-24.419909,23.183631,-3.68514282,Adprhl1,ADP-ribosylhydrolase like 1,ADPRHL1
6262,ILMN_1372030,1.91e-05,5.32e-06,-6.599956,3.185498,-0.42193772,Adprhl2,ADP-ribosylhydrolase like 2,ADPRHL2
725,ILMN_1363655,3.5e-12,1.13e-13,-22.142342000000003,21.577118,-1.91115726,Adprm,"ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent",ADPRM
1594,ILMN_1352223,1.08e-10,7.68e-12,-16.947678,17.20937,-3.09109659,Adra1b,adrenoceptor alpha 1B,ADRA1B
22115,ILMN_1375010,0.946,0.929,0.09,-8.078939,0.00468665,Adrb1,adrenoceptor beta 1,ADRB1
7275,ILMN_2040847,0.000123,3.97e-05,-5.550423,1.107859,-0.44905502,Adrb2,adrenoceptor beta 2,ADRB2
146,ILMN_1359370,7.19e-14,4.69e-16,-31.142415000000003,27.157921,-2.04762922,Adrm1,adhesion regulating molecule 1,ADRM1
1176,ILMN_1369783,2.64e-11,1.38e-12,-18.909562,18.992556,-2.35280113,Adsl,adenylosuccinate lyase,ADSL
7757,ILMN_1355936,0.000277,9.549999999999999e-05,-5.1147029999999996,0.20718899999999998,-0.71833833,Adss,adenylosuccinate synthase,ADSS
3988,ILMN_1361533,8.45e-08,1.5e-08,-10.247758000000001,9.306008,-1.06716078,Aebp1,AE binding protein 1,AEBP1
3584,ILMN_1367081,2.77e-08,4.4e-09,-11.150324000000001,10.5836,-0.76779952,Aebp2,AE binding protein 2,AEBP2
2281,ILMN_1362780,8.05e-10,8.16e-11,-14.546914000000001,14.748757000000001,-1.66293046,Aen,apoptosis enhancing nuclease,AEN
528,ILMN_1361223,1.2e-12,2.83e-14,-24.146546,22.998941000000002,-5.03535475,Aes,amino-terminal enhancer of split,AES
18089,ILMN_1355116,0.43799999999999994,0.35100000000000003,-0.959001,-7.609033999999999,-0.04826744,Aff1,"AF4/FMR2 family, member 1",AFF1
19574,ILMN_1371918,0.623,0.541,-0.624084,-7.879249000000001,-0.06952618,Aff4,"AF4/FMR2 family, member 4",AFF4
103,ILMN_1360110,4.21e-14,1.96e-16,-32.866296000000006,28.031268,-2.72947598,Afg3l2,AFG3 like matrix AAA peptidase subunit 2,AFG3L2
12032,ILMN_1371546,0.0311,0.0166,-2.666373,-4.952787,-0.56187403,Aga,aspartylglucosaminidase,AGA
4485,ILMN_1357547,3.02e-07,6.01e-08,-9.288336,7.8533029999999995,-1.29753001,Agap1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",AGAP1
4804,ILMN_1369570,6.67e-07,1.42e-07,-8.726859,6.954072,-0.47694960000000003,Agap3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",AGAP3
794,ILMN_1351969,4.7000000000000006e-12,1.66e-13,-21.613298,21.180433999999998,-2.21178789,Agfg1,ArfGAP with FG repeats 1,AGFG1
6135,ILMN_1352733,1.4400000000000001e-05,3.92e-06,-6.767435000000001,3.5038980000000004,-0.35038375,Agfg2,ArfGAP with FG repeats 2,AGFG2
8440,ILMN_1650198,0.000772,0.00028900000000000003,-4.578428,-0.9251809999999999,-0.39075633,Agk,acylglycerol kinase,AGK
3186,ILMN_1363697,9.229999999999999e-09,1.31e-09,-12.107807000000001,11.853608,-2.20747923,Agl,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",AGL
6598,ILMN_1368346,3.6700000000000004e-05,1.07e-05,-6.22421,2.457705,-0.28290418,Ago2,"argonaute 2, RISC catalytic component",AGO2
15239,ILMN_1362181,0.17,0.115,-1.662454,-6.729607000000001,-0.1139892,Agpat1,1-acylglycerol-3-phosphate O-acyltransferase 1,AGPAT1
1052,ILMN_1371815,1.52e-11,7.109999999999999e-13,-19.719193,19.677849,-1.47159621,Agpat2,1-acylglycerol-3-phosphate O-acyltransferase 2,AGPAT2
5343,ILMN_1356104,2.4e-06,5.69e-07,-7.871697999999999,5.509778,-0.32924621,Agpat3,1-acylglycerol-3-phosphate O-acyltransferase 3,AGPAT3
17905,ILMN_1372733,0.41700000000000004,0.331,1.000684,-7.568138,0.04289321,Agpat4,1-acylglycerol-3-phosphate O-acyltransferase 4,AGPAT4
5528,ILMN_1370753,3.54e-06,8.690000000000001e-07,-7.620572999999999,5.067804,-0.48051163,Agpat5,1-acylglycerol-3-phosphate O-acyltransferase 5,AGPAT5
5171,ILMN_1355654,1.66e-06,3.8e-07,-8.114277000000001,5.928917,-1.51314207,Agrn,agrin,AGRN
17725,ILMN_1361016,0.39799999999999996,0.313,1.040448,-7.527694,0.05911289,Agt,angiotensinogen,AGT
6842,ILMN_1355144,5.8299999999999994e-05,1.77e-05,-5.9627419999999995,1.9405139999999999,-1.83168776,Agtpbp1,ATP/GTP binding protein 1,AGTPBP1
3857,ILMN_1351025,6.22e-08,1.07e-08,-10.492709,9.660913,-0.97658307,Agtrap,angiotensin II receptor-associated protein,AGTRAP
14839,ILMN_1366513,0.14400000000000002,0.0951,1.7709759999999999,-6.562214999999999,0.32331886,Ahcyl1,adenosylhomocysteinase-like 1,AHCYL1
7761,ILMN_1530397,0.000279,9.620000000000001e-05,5.111373,0.200231,0.2133899,Ahcyl2,adenosylhomocysteinase-like 2,AHCYL2
3160,ILMN_1376418,8.65e-09,1.21e-09,-12.167829,11.930494,-0.65137838,Ahi1,Abelson helper integration site 1,AHI1
8974,ILMN_1376339,0.00165,0.000659,-4.1883230000000005,-1.759779,-0.41353379,Ahr,aryl hydrocarbon receptor,AHR
15537,ILMN_1368540,0.19,0.131,1.587593,-6.8406720000000005,0.05281031,Ahrr,aryl-hydrocarbon receptor repressor,AHRR
2198,ILMN_1361070,6.6e-10,6.44e-11,-14.772908,14.995326,-0.76825737,Aifm2,"apoptosis inducing factor, mitochondria associated 2",AIFM2
7748,ILMN_1360255,0.00027400000000000005,9.44e-05,-5.120223,0.21871999999999997,-0.9843168999999999,Aig1,androgen-induced 1,AIG1
4069,ILMN_1357417,1.08e-07,1.95e-08,-10.060133,9.029878,-1.97623226,Aimp1,aminoacyl tRNA synthetase complex-interacting multifunctional protein 1,AIMP1
