GO_Term_Id	GO_Term	pvalue	BH_pvalue	GO_Term_Gene_Total	Gene_Count_GO_Term	Gene_Ids
GO:0071103	DNA conformation change	7.69006048215402e-15	1.41140573703825e-11	236	33	ENSG00000132780, ENSG00000131778, ENSG00000120334, ENSG00000076003, ENSG00000113810, ENSG00000123219, ENSG00000197061, ENSG00000158373, ENSG00000124575, ENSG00000124635, ENSG00000185130, ENSG00000031691, ENSG00000112118, ENSG00000146918, ENSG00000166508, ENSG00000197275, ENSG00000104738, ENSG00000160957, ENSG00000188312, ENSG00000136824, ENSG00000102384, ENSG00000029993, ENSG00000138346, ENSG00000151503, ENSG00000188486, ENSG00000149948, ENSG00000197837, ENSG00000013573, ENSG00000189403, ENSG00000166451, ENSG00000167670, ENSG00000159055, ENSG00000159259
GO:0032201	telomere maintenance via semi-conservative replication	1.68916735185431e-14	2.84188330554888e-11	25	13	ENSG00000163918, ENSG00000146143, ENSG00000049541, ENSG00000138346, ENSG00000168496, ENSG00000014138, ENSG00000198056, ENSG00000111445, ENSG00000177084, ENSG00000133119, ENSG00000105486, ENSG00000062822, ENSG00000132646
GO:0000722	telomere maintenance via recombination	7.93027824186126e-14	1.20887561955802e-10	27	13	ENSG00000163918, ENSG00000146143, ENSG00000049541, ENSG00000138346, ENSG00000168496, ENSG00000014138, ENSG00000198056, ENSG00000111445, ENSG00000177084, ENSG00000133119, ENSG00000105486, ENSG00000062822, ENSG00000132646
GO:0006259	DNA metabolic process	8.38291082956671e-14	1.20887561955802e-10	910	68	ENSG00000132780, ENSG00000118655, ENSG00000131778, ENSG00000077152, ENSG00000076003, ENSG00000051341, ENSG00000163918, ENSG00000157036, ENSG00000164045, ENSG00000133302, ENSG00000146143, ENSG00000146263, ENSG00000112312, ENSG00000197061, ENSG00000112118, ENSG00000049541, ENSG00000106462, ENSG00000106268, ENSG00000172115, ENSG00000132436, ENSG00000006634, ENSG00000166508, ENSG00000197275, ENSG00000104738, ENSG00000160957, ENSG00000221829, ENSG00000167136, ENSG00000029993, ENSG00000138346, ENSG00000167325, ENSG00000166801, ENSG00000168496, ENSG00000014138, ENSG00000188486, ENSG00000149554, ENSG00000123374, ENSG00000149948, ENSG00000197837, ENSG00000198056, ENSG00000165891, ENSG00000111445, ENSG00000177084, ENSG00000189403, ENSG00000133119, ENSG00000187790, ENSG00000126215, ENSG00000128951, ENSG00000079616, ENSG00000091651, ENSG00000181938, ENSG00000168411, ENSG00000167513, ENSG00000187741, ENSG00000141499, ENSG00000184619, ENSG00000131470, ENSG00000012048, ENSG00000154920, ENSG00000182481, ENSG00000176890, ENSG00000105486, ENSG00000167670, ENSG00000104889, ENSG00000062822, ENSG00000132646, ENSG00000125885, ENSG00000159055, ENSG00000159259
GO:0006312	mitotic recombination	1.07114393880067e-13	1.44168833202978e-10	41	15	ENSG00000163918, ENSG00000146143, ENSG00000049541, ENSG00000197275, ENSG00000138346, ENSG00000168496, ENSG00000014138, ENSG00000198056, ENSG00000111445, ENSG00000177084, ENSG00000133119, ENSG00000126215, ENSG00000105486, ENSG00000062822, ENSG00000132646
GO:0033260	nuclear DNA replication	4.61230104303362e-13	5.81985910986286e-10	37	14	ENSG00000163918, ENSG00000146143, ENSG00000049541, ENSG00000138346, ENSG00000168496, ENSG00000014138, ENSG00000198056, ENSG00000111445, ENSG00000177084, ENSG00000133119, ENSG00000167513, ENSG00000105486, ENSG00000062822, ENSG00000132646
GO:0051276	chromosome organization	6.42529841730636e-13	7.63060880864695e-10	1050	74	ENSG00000132780, ENSG00000134222, ENSG00000118655, ENSG00000131778, ENSG00000184270, ENSG00000143401, ENSG00000120334, ENSG00000143499, ENSG00000243667, ENSG00000076003, ENSG00000163918, ENSG00000113810, ENSG00000164109, ENSG00000164032, ENSG00000164105, ENSG00000133302, ENSG00000123219, ENSG00000146143, ENSG00000197061, ENSG00000158373, ENSG00000124575, ENSG00000124635, ENSG00000185130, ENSG00000031691, ENSG00000112118, ENSG00000049541, ENSG00000106462, ENSG00000146918, ENSG00000166508, ENSG00000197275, ENSG00000104738, ENSG00000164949, ENSG00000160957, ENSG00000188312, ENSG00000136824, ENSG00000119403, ENSG00000102384, ENSG00000101945, ENSG00000198157, ENSG00000029993, ENSG00000152455, ENSG00000138346, ENSG00000151503, ENSG00000168496, ENSG00000014138, ENSG00000188486, ENSG00000149554, ENSG00000123374, ENSG00000149948, ENSG00000197837, ENSG00000013573, ENSG00000198056, ENSG00000127337, ENSG00000111445, ENSG00000177084, ENSG00000189403, ENSG00000133119, ENSG00000198554, ENSG00000128944, ENSG00000166501, ENSG00000079616, ENSG00000166451, ENSG00000141499, ENSG00000012048, ENSG00000154655, ENSG00000105486, ENSG00000167670, ENSG00000062822, ENSG00000080839, ENSG00000196074, ENSG00000132646, ENSG00000087586, ENSG00000159055, ENSG00000159259
GO:0044786	cell cycle DNA replication	1.44122530349787e-12	1.61649431401769e-09	46	15	ENSG00000163918, ENSG00000146143, ENSG00000049541, ENSG00000138346, ENSG00000168496, ENSG00000014138, ENSG00000198056, ENSG00000165891, ENSG00000111445, ENSG00000177084, ENSG00000133119, ENSG00000167513, ENSG00000105486, ENSG00000062822, ENSG00000132646
GO:0006996	organelle organization	2.87369870667143e-12	2.94875523464674e-09	3570	168	ENSG00000116171, ENSG00000122483, ENSG00000121957, ENSG00000143153, ENSG00000075945, ENSG00000117593, ENSG00000132780, ENSG00000123473, ENSG00000156876, ENSG00000134222, ENSG00000118655, ENSG00000131778, ENSG00000184270, ENSG00000143401, ENSG00000197747, ENSG00000132688, ENSG00000120334, ENSG00000118194, ENSG00000143499, ENSG00000203667, ENSG00000013016, ENSG00000014641, ENSG00000169604, ENSG00000075340, ENSG00000243667, ENSG00000132313, ENSG00000076003, ENSG00000152256, ENSG00000124006, ENSG00000144791, ENSG00000114346, ENSG00000163918, ENSG00000164045, ENSG00000114023, ENSG00000152952, ENSG00000113810, ENSG00000064042, ENSG00000174799, ENSG00000164109, ENSG00000168824, ENSG00000109519, ENSG00000164032, ENSG00000164105, ENSG00000151729, ENSG00000112877, ENSG00000214944, ENSG00000133302, ENSG00000123219, ENSG00000164403, ENSG00000146143, ENSG00000111816, ENSG00000079819, ENSG00000131018, ENSG00000197061, ENSG00000158373, ENSG00000124575, ENSG00000124635, ENSG00000185130, ENSG00000196230, ENSG00000031691, ENSG00000112118, ENSG00000155561, ENSG00000049541, ENSG00000106462, ENSG00000146918, ENSG00000126870, ENSG00000172115, ENSG00000132436, ENSG00000166508, ENSG00000197275, ENSG00000104765, ENSG00000104738, ENSG00000172167, ENSG00000078668, ENSG00000133739, ENSG00000164949, ENSG00000160957, ENSG00000188312, ENSG00000165029, ENSG00000119397, ENSG00000186638, ENSG00000221829, ENSG00000123975, ENSG00000136824, ENSG00000119403, ENSG00000188229, ENSG00000102384, ENSG00000123572, ENSG00000101945, ENSG00000198157, ENSG00000158427, ENSG00000029993, ENSG00000067057, ENSG00000152455, ENSG00000078114, ENSG00000120539, ENSG00000138346, ENSG00000134954, ENSG00000151503, ENSG00000166483, ENSG00000168496, ENSG00000149503, ENSG00000014138, ENSG00000213445, ENSG00000188486, ENSG00000149554, ENSG00000188906, ENSG00000123374, ENSG00000149948, ENSG00000184445, ENSG00000197837, ENSG00000013573, ENSG00000123416, ENSG00000161800, ENSG00000198056, ENSG00000127337, ENSG00000139354, ENSG00000111445, ENSG00000177084, ENSG00000189403, ENSG00000133119, ENSG00000139734, ENSG00000151849, ENSG00000133101, ENSG00000136108, ENSG00000136122, ENSG00000139832, ENSG00000187790, ENSG00000198554, ENSG00000126215, ENSG00000103995, ENSG00000138587, ENSG00000137807, ENSG00000128944, ENSG00000140285, ENSG00000140416, ENSG00000174442, ENSG00000166501, ENSG00000196296, ENSG00000079616, ENSG00000149925, ENSG00000140939, ENSG00000168411, ENSG00000166451, ENSG00000187741, ENSG00000141499, ENSG00000131462, ENSG00000179029, ENSG00000012048, ENSG00000154655, ENSG00000168502, ENSG00000075336, ENSG00000131351, ENSG00000105486, ENSG00000130270, ENSG00000167670, ENSG00000062822, ENSG00000161681, ENSG00000108106, ENSG00000080839, ENSG00000149636, ENSG00000196074, ENSG00000101224, ENSG00000132646, ENSG00000101412, ENSG00000087586, ENSG00000159055, ENSG00000159259
GO:0044772	mitotic cell cycle phase transition	2.92115036370968e-12	2.94875523464674e-09	493	45	ENSG00000077157, ENSG00000132688, ENSG00000076003, ENSG00000164045, ENSG00000174799, ENSG00000164109, ENSG00000112877, ENSG00000146143, ENSG00000196230, ENSG00000112118, ENSG00000106462, ENSG00000006634, ENSG00000166508, ENSG00000104738, ENSG00000172167, ENSG00000119397, ENSG00000188229, ENSG00000165996, ENSG00000120539, ENSG00000166483, ENSG00000014138, ENSG00000149554, ENSG00000123374, ENSG00000149948, ENSG00000184445, ENSG00000198056, ENSG00000165891, ENSG00000177084, ENSG00000151849, ENSG00000133101, ENSG00000136122, ENSG00000100526, ENSG00000103995, ENSG00000091651, ENSG00000168411, ENSG00000167513, ENSG00000176390, ENSG00000131462, ENSG00000176890, ENSG00000108106, ENSG00000101224, ENSG00000132646, ENSG00000125885, ENSG00000101412, ENSG00000087586
GO:0044770	cell cycle phase transition	1.55214349120704e-11	1.37712074314309e-08	517	45	ENSG00000077157, ENSG00000132688, ENSG00000076003, ENSG00000164045, ENSG00000174799, ENSG00000164109, ENSG00000112877, ENSG00000146143, ENSG00000196230, ENSG00000112118, ENSG00000106462, ENSG00000006634, ENSG00000166508, ENSG00000104738, ENSG00000172167, ENSG00000119397, ENSG00000188229, ENSG00000165996, ENSG00000120539, ENSG00000166483, ENSG00000014138, ENSG00000149554, ENSG00000123374, ENSG00000149948, ENSG00000184445, ENSG00000198056, ENSG00000165891, ENSG00000177084, ENSG00000151849, ENSG00000133101, ENSG00000136122, ENSG00000100526, ENSG00000103995, ENSG00000091651, ENSG00000168411, ENSG00000167513, ENSG00000176390, ENSG00000131462, ENSG00000176890, ENSG00000108106, ENSG00000101224, ENSG00000132646, ENSG00000125885, ENSG00000101412, ENSG00000087586
GO:0043228	non-membrane-bounded organelle	1.56886309833528e-11	1.37712074314309e-08	3721	168	ENSG00000077157, ENSG00000122483, ENSG00000075945, ENSG00000173641, ENSG00000132780, ENSG00000123473, ENSG00000156876, ENSG00000134222, ENSG00000118655, ENSG00000184270, ENSG00000143401, ENSG00000254726, ENSG00000132688, ENSG00000120334, ENSG00000118194, ENSG00000014641, ENSG00000075340, ENSG00000124831, ENSG00000184731, ENSG00000071575, ENSG00000143933, ENSG00000132313, ENSG00000076003, ENSG00000124006, ENSG00000169047, ENSG00000033867, ENSG00000144791, ENSG00000164087, ENSG00000051341, ENSG00000160145, ENSG00000114346, ENSG00000163918, ENSG00000160808, ENSG00000183763, ENSG00000010318, ENSG00000113810, ENSG00000163584, ENSG00000163923, ENSG00000007062, ENSG00000174799, ENSG00000164109, ENSG00000145220, ENSG00000164032, ENSG00000155324, ENSG00000112877, ENSG00000133302, ENSG00000146021, ENSG00000123219, ENSG00000164403, ENSG00000146143, ENSG00000146263, ENSG00000079819, ENSG00000131018, ENSG00000197061, ENSG00000158373, ENSG00000124575, ENSG00000124635, ENSG00000185130, ENSG00000196230, ENSG00000031691, ENSG00000112118, ENSG00000049541, ENSG00000122786, ENSG00000106462, ENSG00000132436, ENSG00000166508, ENSG00000104738, ENSG00000172167, ENSG00000156787, ENSG00000147573, ENSG00000133739, ENSG00000164949, ENSG00000104356, ENSG00000188312, ENSG00000119397, ENSG00000186638, ENSG00000221829, ENSG00000136824, ENSG00000186193, ENSG00000188229, ENSG00000158813, ENSG00000102384, ENSG00000101945, ENSG00000198157, ENSG00000158427, ENSG00000147274, ENSG00000029993, ENSG00000152455, ENSG00000078114, ENSG00000107796, ENSG00000120539, ENSG00000138346, ENSG00000155254, ENSG00000151503, ENSG00000166801, ENSG00000168496, ENSG00000149503, ENSG00000014138, ENSG00000213445, ENSG00000188486, ENSG00000149548, ENSG00000149554, ENSG00000120647, ENSG00000029153, ENSG00000196876, ENSG00000123374, ENSG00000149948, ENSG00000111785, ENSG00000184445, ENSG00000197837, ENSG00000013573, ENSG00000123416, ENSG00000161800, ENSG00000198056, ENSG00000127337, ENSG00000139354, ENSG00000111445, ENSG00000177084, ENSG00000189403, ENSG00000133119, ENSG00000151849, ENSG00000133101, ENSG00000136108, ENSG00000092140, ENSG00000198554, ENSG00000054690, ENSG00000100629, ENSG00000126215, ENSG00000103995, ENSG00000138587, ENSG00000137807, ENSG00000128944, ENSG00000140416, ENSG00000174442, ENSG00000005189, ENSG00000135698, ENSG00000196296, ENSG00000079616, ENSG00000149925, ENSG00000091651, ENSG00000140939, ENSG00000168411, ENSG00000166451, ENSG00000187741, ENSG00000132359, ENSG00000131462, ENSG00000006047, ENSG00000012048, ENSG00000154920, ENSG00000168502, ENSG00000176014, ENSG00000170558, ENSG00000172175, ENSG00000176890, ENSG00000131351, ENSG00000176619, ENSG00000167670, ENSG00000160014, ENSG00000062822, ENSG00000149636, ENSG00000196074, ENSG00000101224, ENSG00000132646, ENSG00000101412, ENSG00000087586, ENSG00000159055, ENSG00000159259, ENSG00000183963
