GO_Term_Id	GO_Term	pvalue	BH_pvalue	GO_Term_Gene_Total	Gene_Count_GO_Term	Gene_Ids
GO:0005694	chromosome	4.77150113822004e-37	8.75743967995677e-34	833	64	ENSG00000142945, ENSG00000143228, ENSG00000117724, ENSG00000134690, ENSG00000085840, ENSG00000117650, ENSG00000143476, ENSG00000138092, ENSG00000115163, ENSG00000169679, ENSG00000123485, ENSG00000134323, ENSG00000121152, ENSG00000163535, ENSG00000144554, ENSG00000129810, ENSG00000109805, ENSG00000138778, ENSG00000151725, ENSG00000134057, ENSG00000153044, ENSG00000040275, ENSG00000197409, ENSG00000196787, ENSG00000196747, ENSG00000184357, ENSG00000197153, ENSG00000203760, ENSG00000196584, ENSG00000171320, ENSG00000136982, ENSG00000184661, ENSG00000147536, ENSG00000090889, ENSG00000065328, ENSG00000119969, ENSG00000122952, ENSG00000170312, ENSG00000148773, ENSG00000146670, ENSG00000185480, ENSG00000165480, ENSG00000100479, ENSG00000137812, ENSG00000156970, ENSG00000197299, ENSG00000051180, ENSG00000104147, ENSG00000137804, ENSG00000140451, ENSG00000131153, ENSG00000166851, ENSG00000177602, ENSG00000178999, ENSG00000076382, ENSG00000131747, ENSG00000080986, ENSG00000154839, ENSG00000161888, ENSG00000105011, ENSG00000101057, ENSG00000100162, ENSG00000093009, ENSG00000100297
GO:0000819	sister chromatid segregation	1.02311877628196e-34	1.72131208119637e-31	125	32	ENSG00000142945, ENSG00000118193, ENSG00000117724, ENSG00000134690, ENSG00000117399, ENSG00000117650, ENSG00000169679, ENSG00000121152, ENSG00000109805, ENSG00000138778, ENSG00000134057, ENSG00000164611, ENSG00000040275, ENSG00000112742, ENSG00000237649, ENSG00000112029, ENSG00000136982, ENSG00000122952, ENSG00000121621, ENSG00000146670, ENSG00000122966, ENSG00000135476, ENSG00000126787, ENSG00000156970, ENSG00000137804, ENSG00000166851, ENSG00000177602, ENSG00000076382, ENSG00000131747, ENSG00000186185, ENSG00000080986, ENSG00000175063
GO:0000070	mitotic sister chromatid segregation	4.3674616222039e-34	6.78266789928265e-31	116	31	ENSG00000142945, ENSG00000118193, ENSG00000117724, ENSG00000134690, ENSG00000117399, ENSG00000117650, ENSG00000169679, ENSG00000121152, ENSG00000109805, ENSG00000138778, ENSG00000134057, ENSG00000164611, ENSG00000040275, ENSG00000112742, ENSG00000237649, ENSG00000112029, ENSG00000136982, ENSG00000122952, ENSG00000121621, ENSG00000146670, ENSG00000122966, ENSG00000135476, ENSG00000126787, ENSG00000156970, ENSG00000137804, ENSG00000166851, ENSG00000177602, ENSG00000076382, ENSG00000186185, ENSG00000080986, ENSG00000175063
GO:0044427	chromosomal part	4.70812432574936e-33	6.78945157232527e-30	738	57	ENSG00000142945, ENSG00000143228, ENSG00000117724, ENSG00000134690, ENSG00000085840, ENSG00000117650, ENSG00000138092, ENSG00000115163, ENSG00000169679, ENSG00000123485, ENSG00000134323, ENSG00000121152, ENSG00000163535, ENSG00000129810, ENSG00000109805, ENSG00000138778, ENSG00000151725, ENSG00000134057, ENSG00000153044, ENSG00000040275, ENSG00000197409, ENSG00000196787, ENSG00000196747, ENSG00000184357, ENSG00000197153, ENSG00000203760, ENSG00000196584, ENSG00000171320, ENSG00000136982, ENSG00000147536, ENSG00000065328, ENSG00000119969, ENSG00000122952, ENSG00000170312, ENSG00000148773, ENSG00000146670, ENSG00000185480, ENSG00000165480, ENSG00000100479, ENSG00000137812, ENSG00000156970, ENSG00000197299, ENSG00000051180, ENSG00000104147, ENSG00000140451, ENSG00000131153, ENSG00000166851, ENSG00000178999, ENSG00000076382, ENSG00000080986, ENSG00000154839, ENSG00000161888, ENSG00000105011, ENSG00000101057, ENSG00000100162, ENSG00000093009, ENSG00000100297
GO:0000793	condensed chromosome	1.75492012090433e-32	2.36200548806251e-29	201	35	ENSG00000142945, ENSG00000143228, ENSG00000117724, ENSG00000117650, ENSG00000138092, ENSG00000115163, ENSG00000169679, ENSG00000123485, ENSG00000121152, ENSG00000163535, ENSG00000144554, ENSG00000129810, ENSG00000109805, ENSG00000138778, ENSG00000151725, ENSG00000134057, ENSG00000153044, ENSG00000040275, ENSG00000203760, ENSG00000122952, ENSG00000148773, ENSG00000146670, ENSG00000165480, ENSG00000137812, ENSG00000156970, ENSG00000197299, ENSG00000051180, ENSG00000166851, ENSG00000178999, ENSG00000076382, ENSG00000131747, ENSG00000080986, ENSG00000154839, ENSG00000161888, ENSG00000100162
GO:0000775	chromosome, centromeric region	2.71003663486418e-32	3.41955810132956e-29	178	34	ENSG00000142945, ENSG00000143228, ENSG00000117724, ENSG00000134690, ENSG00000117650, ENSG00000138092, ENSG00000115163, ENSG00000169679, ENSG00000123485, ENSG00000163535, ENSG00000129810, ENSG00000138778, ENSG00000151725, ENSG00000134057, ENSG00000153044, ENSG00000040275, ENSG00000203760, ENSG00000171320, ENSG00000136982, ENSG00000119969, ENSG00000122952, ENSG00000148773, ENSG00000146670, ENSG00000165480, ENSG00000137812, ENSG00000156970, ENSG00000104147, ENSG00000166851, ENSG00000178999, ENSG00000076382, ENSG00000080986, ENSG00000154839, ENSG00000161888, ENSG00000100162
GO:0051276	chromosome organization	8.15509899459159e-31	9.23869063581275e-28	1050	64	ENSG00000142945, ENSG00000118193, ENSG00000117724, ENSG00000134690, ENSG00000117399, ENSG00000085999, ENSG00000117650, ENSG00000138092, ENSG00000115163, ENSG00000169679, ENSG00000123485, ENSG00000121152, ENSG00000144554, ENSG00000109805, ENSG00000138778, ENSG00000151725, ENSG00000071539, ENSG00000134057, ENSG00000153044, ENSG00000164611, ENSG00000040275, ENSG00000112742, ENSG00000197409, ENSG00000196787, ENSG00000196747, ENSG00000184357, ENSG00000197153, ENSG00000237649, ENSG00000203760, ENSG00000112029, ENSG00000136982, ENSG00000156802, ENSG00000147536, ENSG00000119969, ENSG00000122952, ENSG00000121621, ENSG00000146670, ENSG00000122966, ENSG00000135476, ENSG00000139618, ENSG00000100479, ENSG00000126787, ENSG00000137812, ENSG00000156970, ENSG00000197299, ENSG00000051180, ENSG00000104147, ENSG00000137804, ENSG00000140451, ENSG00000087250, ENSG00000131153, ENSG00000166851, ENSG00000136492, ENSG00000177602, ENSG00000178999, ENSG00000076382, ENSG00000131747, ENSG00000186185, ENSG00000080986, ENSG00000105011, ENSG00000175063, ENSG00000100162, ENSG00000093009, ENSG00000100297
GO:0098687	chromosomal region	8.23698209146711e-31	9.23869063581275e-28	273	38	ENSG00000142945, ENSG00000143228, ENSG00000117724, ENSG00000134690, ENSG00000117650, ENSG00000138092, ENSG00000115163, ENSG00000169679, ENSG00000123485, ENSG00000163535, ENSG00000129810, ENSG00000138778, ENSG00000151725, ENSG00000134057, ENSG00000153044, ENSG00000040275, ENSG00000203760, ENSG00000171320, ENSG00000136982, ENSG00000119969, ENSG00000122952, ENSG00000170312, ENSG00000148773, ENSG00000146670, ENSG00000165480, ENSG00000137812, ENSG00000156970, ENSG00000197299, ENSG00000104147, ENSG00000140451, ENSG00000166851, ENSG00000178999, ENSG00000076382, ENSG00000080986, ENSG00000154839, ENSG00000161888, ENSG00000100162, ENSG00000100297
GO:0000779	condensed chromosome, centromeric region	3.16418129206601e-30	3.36219242660635e-27	104	27	ENSG00000142945, ENSG00000143228, ENSG00000117724, ENSG00000117650, ENSG00000138092, ENSG00000115163, ENSG00000169679, ENSG00000123485, ENSG00000163535, ENSG00000129810, ENSG00000138778, ENSG00000151725, ENSG00000134057, ENSG00000153044, ENSG00000040275, ENSG00000203760, ENSG00000122952, ENSG00000165480, ENSG00000137812, ENSG00000156970, ENSG00000166851, ENSG00000178999, ENSG00000076382, ENSG00000080986, ENSG00000154839, ENSG00000161888, ENSG00000100162
GO:0000777	condensed chromosome kinetochore	8.5660059779286e-30	8.64695473442003e-27	95	26	ENSG00000142945, ENSG00000143228, ENSG00000117724, ENSG00000117650, ENSG00000138092, ENSG00000115163, ENSG00000169679, ENSG00000123485, ENSG00000163535, ENSG00000129810, ENSG00000138778, ENSG00000151725, ENSG00000134057, ENSG00000153044, ENSG00000040275, ENSG00000203760, ENSG00000122952, ENSG00000165480, ENSG00000137812, ENSG00000156970, ENSG00000166851, ENSG00000076382, ENSG00000080986, ENSG00000154839, ENSG00000161888, ENSG00000100162
GO:0006996	organelle organization	1.56867014607537e-28	1.5080895990055e-25	3570	109	ENSG00000142945, ENSG00000143228, ENSG00000118193, ENSG00000134369, ENSG00000117724, ENSG00000127423, ENSG00000134690, ENSG00000117399, ENSG00000085999, ENSG00000066279, ENSG00000117650, ENSG00000179915, ENSG00000163092, ENSG00000178295, ENSG00000138092, ENSG00000115163, ENSG00000169679, ENSG00000123485, ENSG00000121152, ENSG00000157087, ENSG00000144554, ENSG00000163808, ENSG00000114315, ENSG00000129810, ENSG00000114646, ENSG00000109805, ENSG00000138778, ENSG00000013810, ENSG00000145386, ENSG00000142731, ENSG00000151725, ENSG00000071539, ENSG00000158402, ENSG00000134057, ENSG00000153044, ENSG00000164611, ENSG00000040275, ENSG00000112742, ENSG00000197409, ENSG00000196787, ENSG00000196747, ENSG00000184357, ENSG00000197153, ENSG00000237649, ENSG00000203760, ENSG00000112029, ENSG00000240583, ENSG00000011426, ENSG00000196584, ENSG00000136982, ENSG00000156802, ENSG00000184661, ENSG00000168078, ENSG00000147536, ENSG00000090889, ENSG00000003096, ENSG00000138160, ENSG00000138182, ENSG00000119969, ENSG00000122952, ENSG00000170312, ENSG00000148773, ENSG00000121621, ENSG00000129170, ENSG00000146670, ENSG00000135407, ENSG00000122966, ENSG00000111665, ENSG00000135476, ENSG00000139618, ENSG00000165480, ENSG00000100479, ENSG00000126787, ENSG00000137812, ENSG00000156970, ENSG00000197299, ENSG00000051180, ENSG00000104147, ENSG00000137804, ENSG00000157456, ENSG00000166803, ENSG00000140451, ENSG00000198901, ENSG00000087250, ENSG00000162063, ENSG00000131153, ENSG00000127564, ENSG00000166851, ENSG00000136492, ENSG00000177602, ENSG00000129195, ENSG00000178999, ENSG00000076382, ENSG00000173991, ENSG00000094804, ENSG00000131747, ENSG00000186185, ENSG00000080986, ENSG00000154839, ENSG00000161888, ENSG00000105011, ENSG00000101057, ENSG00000088325, ENSG00000101447, ENSG00000175063, ENSG00000100162, ENSG00000093009, ENSG00000242114, ENSG00000100297
GO:0051726	regulation of cell cycle	1.85458931254537e-28	1.70192289231721e-25	980	59	ENSG00000007968, ENSG00000118193, ENSG00000117724, ENSG00000092853, ENSG00000117399, ENSG00000123080, ENSG00000085840, ENSG00000097046, ENSG00000066279, ENSG00000117650, ENSG00000143476, ENSG00000178295, ENSG00000169679, ENSG00000123999, ENSG00000114315, ENSG00000138778, ENSG00000013810, ENSG00000145386, ENSG00000142731, ENSG00000158402, ENSG00000134057, ENSG00000164611, ENSG00000112742, ENSG00000112029, ENSG00000011426, ENSG00000175305, ENSG00000138160, ENSG00000138182, ENSG00000122952, ENSG00000170312, ENSG00000146670, ENSG00000165490, ENSG00000122966, ENSG00000111206, ENSG00000135476, ENSG00000139618, ENSG00000126787, ENSG00000156970, ENSG00000197299, ENSG00000137804, ENSG00000157456, ENSG00000166803, ENSG00000140525, ENSG00000140534, ENSG00000162063, ENSG00000127564, ENSG00000166851, ENSG00000068489, ENSG00000177602, ENSG00000178999, ENSG00000076382, ENSG00000094804, ENSG00000131747, ENSG00000101057, ENSG00000088325, ENSG00000101447, ENSG00000175063, ENSG00000093009, ENSG00000075218
GO:0000776	kinetochore	5.73308313697159e-28	5.03240067183997e-25	122	27	ENSG00000142945, ENSG00000143228, ENSG00000117724, ENSG00000117650, ENSG00000138092, ENSG00000115163, ENSG00000169679, ENSG00000123485, ENSG00000163535, ENSG00000129810, ENSG00000138778, ENSG00000151725, ENSG00000134057, ENSG00000153044, ENSG00000040275, ENSG00000203760, ENSG00000122952, ENSG00000165480, ENSG00000137812, ENSG00000156970, ENSG00000166851, ENSG00000178999, ENSG00000076382, ENSG00000080986, ENSG00000154839, ENSG00000161888, ENSG00000100162
GO:0005819	spindle	1.05722013808106e-26	8.89342390321603e-24	285	36	ENSG00000118193, ENSG00000117724, ENSG00000127423, ENSG00000134690, ENSG00000117399, ENSG00000066279, ENSG00000117650, ENSG00000169607, ENSG00000163808, ENSG00000129810, ENSG00000138778, ENSG00000134057, ENSG00000040275, ENSG00000112742, ENSG00000237649, ENSG00000112029, ENSG00000090889, ENSG00000138160, ENSG00000138182, ENSG00000170312, ENSG00000121621, ENSG00000135476, ENSG00000165480, ENSG00000126787, ENSG00000156970, ENSG00000137804, ENSG00000198901, ENSG00000166851, ENSG00000177602, ENSG00000178999, ENSG00000076382, ENSG00000094804, ENSG00000186185, ENSG00000154839, ENSG00000088325, ENSG00000101447
