,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Cleaned Gene Symbols
13486,1375456_at,0.7509999999999999,0.326,1.03,-6.22194,0.0683,Abhd17b,abhydrolase domain containing 17B,ABHD17B
13871,1390830_at,0.7609999999999999,0.34,-1.0,-6.25247,-0.18100000000000002,Abhd18,abhydrolase domain containing 18,ABHD18
30000,1390455_at,0.99,0.956,-0.0571,-6.7728,-0.00686,Abhd2,abhydrolase domain containing 2,ABHD2
23926,1382137_at,0.9329999999999999,0.718,-0.37200000000000005,-6.6996,-0.0216,Abhd3,abhydrolase domain containing 3,ABHD3
3848,1399019_at,0.342,0.0423,-2.34,-4.422969999999999,-0.16699999999999998,Abhd4,abhydrolase domain containing 4,ABHD4
4149,1380665_at,0.359,0.0479,2.26,-4.543,0.12300000000000001,Abhd5,abhydrolase domain containing 5,ABHD5
26735,1380332_at,0.9640000000000001,0.828,0.223,-6.74765,0.0149,Abhd6,abhydrolase domain containing 6,ABHD6
1891,1398538_at,0.177,0.0108,-3.15,-3.0785,-0.17300000000000001,Abhd8,abhydrolase domain containing 8,ABHD8
5180,1367958_at,0.42700000000000005,0.0712,2.03,-4.91626,0.17800000000000002,Abi1,abl-interactor 1,ABI1
10585,1379310_at,0.664,0.226,1.29,-5.93614,0.138,Abl2,"ABL proto-oncogene 2, non-receptor tyrosine kinase",ABL2
4763,1394609_at,0.40299999999999997,0.0617,-2.11,-4.7818,-0.3,Ablim2,"actin binding LIM protein family, member 2",ABLIM2
17330,1397325_at,0.8340000000000001,0.465,0.7609999999999999,-6.46828,0.06,Abr,active BCR-related,ABR
67,1390881_at,0.000339,7.529999999999999e-07,11.2,6.46876,2.22,Abra,actin-binding Rho activating protein,ABRA
1206,1388601_at,0.10400000000000001,0.00405,-3.74,-2.0944,-0.428,Abt1,activator of basal transcription 1,ABT1
4520,1389493_at,0.387,0.0562,-2.17,-4.69431,-0.122,Abtb1,ankyrin repeat and BTB domain containing 1,ABTB1
11065,1380504_at,0.679,0.242,1.25,-5.99031,0.09,Acaa2,acetyl-CoA acyltransferase 2,ACAA2
21063,1389757_at,0.894,0.606,0.5329999999999999,-6.62202,0.0815,Acad10,"acyl-CoA dehydrogenase family, member 10",ACAD10
1094,1373389_at,0.0938,0.0033,-3.87,-1.88675,-0.324,Acad9,"acyl-CoA dehydrogenase family, member 9",ACAD9
23251,1367702_at,0.925,0.6920000000000001,-0.409,-6.68439,-0.022,Acadm,"acyl-CoA dehydrogenase, C-4 to C-12 straight chain",ACADM
11591,1367828_at,0.693,0.258,-1.2,-6.0433900000000005,-0.097,Acads,"acyl-CoA dehydrogenase, C-2 to C-3 short chain",ACADS
7621,1369526_at,0.556,0.136,1.62,-5.50641,0.155,Acadsb,"acyl-CoA dehydrogenase, short/branched chain",ACADSB
14275,1367897_at,0.77,0.354,-0.9740000000000001,-6.28167,-0.0617,Acadvl,"acyl-CoA dehydrogenase, very long chain",ACADVL
15740,1392298_at,0.8029999999999999,0.406,0.868,-6.3795,0.115,Acap3,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",ACAP3
6096,1383416_at,0.48,0.0941,-1.86,-5.17354,-0.16399999999999998,Acat1,acetyl-CoA acetyltransferase 1,ACAT1
22356,1372462_at,0.914,0.657,0.457,-6.66184,0.0623,Acat2,acetyl-CoA acetyltransferase 2,ACAT2
4551,1394734_at,0.389,0.057,-2.16,-4.707319999999999,-0.191,Acbd3,acyl-CoA binding domain containing 3,ACBD3
5068,1373253_at,0.42100000000000004,0.0687,2.05,-4.882280000000001,0.281,Acbd4,acyl-CoA binding domain containing 4,ACBD4
14542,1374555_at,0.777,0.363,-0.9540000000000001,-6.30136,-0.0501,Acbd6,acyl-CoA binding domain containing 6,ACBD6
2865,1372429_at,0.268,0.0247,-2.65,-3.9031,-0.33,Acd,adrenocortical dysplasia homolog,ACD
9756,1373302_at,0.639,0.2,-1.37,-5.8369599999999995,-0.152,Acer2,alkaline ceramidase 2,ACER2
5417,1398944_at,0.44299999999999995,0.0771,1.98,-4.9901800000000005,0.215,Acin1,apoptotic chromatin condensation inducer 1,ACIN1
2714,1367940_at,0.253,0.0221,2.72,-3.79106,0.27399999999999997,Ackr3,atypical chemokine receptor 3,ACKR3
4988,1367854_at,0.41700000000000004,0.067,-2.06,-4.85902,-0.49,Acly,ATP citrate lyase,ACLY
12992,1386916_at,0.735,0.307,-1.08,-6.1778,-0.106,Aco1,aconitase 1,ACO1
7798,1367589_at,0.562,0.141,-1.6,-5.53564,-0.0864,Aco2,aconitase 2,ACO2
798,1398250_at,0.0642,0.00165,4.31,-1.18088,0.252,Acot1,acyl-CoA thioesterase 1,ACOT1
25302,1388497_at,0.9470000000000001,0.77,-0.3,-6.725789999999999,-0.0211,Acot13,acyl-CoA thioesterase 13,ACOT13
4050,1384115_at,0.353,0.046,2.29,-4.503909999999999,0.484,Acot2,acyl-CoA thioesterase 2,ACOT2
2522,1388075_at,0.23399999999999999,0.019,2.81,-3.64592,0.18899999999999997,Acot7,acyl-CoA thioesterase 7,ACOT7
15403,1368206_at,0.7959999999999999,0.39399999999999996,-0.8909999999999999,-6.35899,-0.0726,Acot8,acyl-CoA thioesterase 8,ACOT8
27533,1379262_at,0.97,0.8590000000000001,-0.183,-6.75645,-0.0106,Acot9,acyl-CoA thioesterase 9,ACOT9
14289,1371137_at,0.7709999999999999,0.354,-0.973,-6.28296,-0.0724,Acox2,acyl-CoA oxidase 2,ACOX2
14555,1369734_at,0.777,0.364,-0.953,-6.3019099999999995,-0.0561,Acox3,"acyl-CoA oxidase 3, pristanoyl",ACOX3
5533,1387840_at,0.44799999999999995,0.0797,-1.96,-5.02078,-0.114,Acp1,"acid phosphatase 1, soluble",ACP1
1763,1367906_at,0.165,0.00935,-3.23,-2.93792,-0.435,Acp2,"acid phosphatase 2, lysosomal",ACP2
794,1396167_at,0.0628,0.00161,-4.33,-1.15327,-0.319,Acp6,"acid phosphatase 6, lysophosphatidic",ACP6
8690,1388153_at,0.599,0.16699999999999998,-1.49,-5.68486,-0.121,Acsl1,acyl-CoA synthetase long-chain family member 1,ACSL1
19349,1368177_at,0.868,0.54,0.635,-6.559830000000001,0.0996,Acsl3,acyl-CoA synthetase long-chain family member 3,ACSL3
22977,1387101_at,0.922,0.6809999999999999,-0.423,-6.67785,-0.0747,Acsl4,acyl-CoA synthetase long-chain family member 4,ACSL4
6705,1375944_at,0.512,0.11,-1.76,-5.3187,-0.212,Acss2,acyl-CoA synthetase short-chain family member 2,ACSS2
25212,1389649_at,0.946,0.767,-0.305,-6.72428,-0.0507,Acss3,acyl-CoA synthetase short-chain family member 3,ACSS3
16943,1369928_at,0.825,0.45,0.7879999999999999,-6.44709,0.19,Acta1,"actin, alpha 1, skeletal muscle",ACTA1
2884,1373849_at,0.27,0.025,-2.65,-3.9142099999999997,-0.213,Actl6a,actin-like 6A,ACTL6A
7795,1389189_at,0.562,0.141,1.6,-5.53482,0.41,Actn1,"actinin, alpha 1",ACTN1
12128,1372595_at,0.715,0.27899999999999997,1.15,-6.10358,0.0641,Actn2,actinin alpha 2,ACTN2
13548,1367962_at,0.754,0.32799999999999996,1.03,-6.22775,0.11699999999999999,Actn3,actinin alpha 3,ACTN3
21175,1369942_at,0.895,0.61,-0.528,-6.62513,-0.0501,Actn4,actinin alpha 4,ACTN4
2203,1376363_at,0.207,0.0146,-2.96,-3.38613,-0.231,Actr10,actin-related protein 10 homolog,ACTR10
2041,1394438_at,0.193,0.0127,-3.05,-3.24074,-0.228,Actr1a,"ARP1 actin-related protein 1 homolog A, centractin alpha",ACTR1A
4459,1375424_at,0.38299999999999995,0.0549,-2.18,-4.6721900000000005,-0.207,Actr2,ARP2 actin related protein 2 homolog,ACTR2
17237,1376353_at,0.833,0.462,-0.767,-6.46406,-0.0407,Actr5,ARP5 actin-related protein 5 homolog,ACTR5
3926,1373472_at,0.34700000000000003,0.0438,-2.32,-4.45737,-0.22,Actr6,ARP6 actin-related protein 6 homolog,ACTR6
6252,1385069_at,0.486,0.0978,1.83,-5.2085,0.147,Acvr1,activin A receptor type 1,ACVR1
15993,1381220_at,0.807,0.415,0.851,-6.39406,0.0983,Acvr2a,activin A receptor type 2A,ACVR2A
7316,1388179_at,0.545,0.128,1.66,-5.4523,0.11599999999999999,Acvr2b,activin A receptor type 2B,ACVR2B
23260,1373448_at,0.925,0.6920000000000001,0.408,-6.68457,0.0454,Acyp1,acylphosphatase 1,ACYP1
713,1370071_at,0.0553,0.0012699999999999999,-4.48,-0.9121600000000001,-0.5710000000000001,Ada,adenosine deaminase,ADA
14004,1383418_at,0.764,0.344,0.9940000000000001,-6.26216,0.0636,Adam11,ADAM metallopeptidase domain 11,ADAM11
19721,1387135_at,0.875,0.555,-0.612,-6.57477,-0.0539,Adam15,ADAM metallopeptidase domain 15,ADAM15
30871,1367922_at,0.9990000000000001,0.991,0.0113,-6.77451,0.00158,Adam17,ADAM metallopeptidase domain 17,ADAM17
6579,1397367_at,0.505,0.107,1.78,-5.28906,0.133,Adam23,ADAM metallopeptidase domain 23,ADAM23
3541,1368223_at,0.319,0.0363,2.43,-4.27684,0.428,Adamts1,"ADAM metallopeptidase with thrombospondin type 1 motif, 1",ADAMTS1
7611,1380088_at,0.556,0.136,1.63,-5.505,0.258,Adamts12,"ADAM metallopeptidase with thrombospondin type 1 motif, 12",ADAMTS12
20636,1390931_at,0.887,0.589,0.5589999999999999,-6.60723,0.0432,Adamts15,"ADAM metallopeptidase with thrombospondin type 1 motif, 15",ADAMTS15
19221,1379586_at,0.866,0.536,-0.642,-6.55461,-0.105,Adamts19,"ADAM metallopeptidase with thrombospondin type 1 motif, 19",ADAMTS19
11160,1374849_at,0.682,0.245,-1.24,-6.00058,-0.0824,Adamts7,"ADAM metallopeptidase with thrombospondin type 1 motif, 7",ADAMTS7
197,1376481_at,0.00392,2.52e-05,7.48,3.0680400000000003,0.9690000000000001,Adamts9,"ADAM metallopeptidase with thrombospondin type 1 motif, 9",ADAMTS9
8583,1372426_at,0.596,0.165,-1.5,-5.6695199999999994,-0.121,Adamtsl4,ADAMTS-like 4,ADAMTSL4
18225,1381525_at,0.852,0.499,0.7020000000000001,-6.5132,0.064,Adar,"adenosine deaminase, RNA-specific",ADAR
21433,1391888_at,0.899,0.62,0.512,-6.6335,0.028,Adarb1,"adenosine deaminase, RNA-specific, B1",ADARB1
11809,1389599_at,0.701,0.266,-1.18,-6.06692,-0.0756,Adck1,aarF domain containing kinase 1,ADCK1
5103,1376720_at,0.423,0.0694,-2.04,-4.89239,-0.14,Adck2,aarF domain containing kinase 2,ADCK2
27006,1375506_at,0.965,0.838,0.209,-6.7507600000000005,0.0121,Adck5,aarF domain containing kinase 5,ADCK5
30875,1367978_at,0.9990000000000001,0.992,-0.0108,-6.77452,-0.000877,Adcy2,adenylate cyclase 2,ADCY2
21759,1387128_at,0.905,0.633,0.49200000000000005,-6.64416,0.0445,Adcy3,adenylate cyclase 3,ADCY3
14829,1368298_at,0.782,0.373,-0.934,-6.320180000000001,-0.0498,Adcy5,adenylate cyclase 5,ADCY5
16229,1367644_at,0.812,0.424,-0.8340000000000001,-6.40876,-0.0535,Adcy6,adenylate cyclase 6,ADCY6
2741,1370121_at,0.255,0.0225,-2.71,-3.8104199999999997,-0.19399999999999998,Add1,adducin 1,ADD1
19207,1368603_at,0.866,0.535,0.643,-6.5541,0.0446,Add2,adducin 2,ADD2
20811,1370260_at,0.89,0.596,-0.5489999999999999,-6.61322,-0.0699,Add3,adducin 3,ADD3
23916,1378871_at,0.932,0.7170000000000001,0.373,-6.699319999999999,0.0326,Adgrb2,adhesion G protein-coupled receptor B2,ADGRB2
7421,1382967_at,0.5489999999999999,0.131,-1.65,-5.47037,-0.233,Adgrg2,adhesion G protein-coupled receptor G2,ADGRG2
9355,1367996_a_at,0.621,0.187,1.42,-5.77756,0.0914,Adgrl1,adhesion G protein-coupled receptor L1,ADGRL1
2448,1369643_a_at,0.22899999999999998,0.0181,2.84,-3.5946800000000003,0.2,Adgrl2,adhesion G protein-coupled receptor L2,ADGRL2
19118,1368666_a_at,0.865,0.532,-0.648,-6.55055,-0.0604,Adgrl3,adhesion G protein-coupled receptor L3,ADGRL3
3478,1387547_a_at,0.314,0.0351,2.45,-4.24491,0.21100000000000002,Adgrl4,adhesion G protein-coupled receptor L4,ADGRL4
8570,1389548_at,0.595,0.16399999999999998,-1.51,-5.66731,-0.131,Adhfe1,"alcohol dehydrogenase, iron containing, 1",ADHFE1
5452,1389363_at,0.444,0.0779,-1.97,-5.0000800000000005,-0.196,Adi1,acireductone dioxygenase 1,ADI1
22487,1388373_at,0.9159999999999999,0.662,0.45,-6.66529,0.0312,Adipor1,adiponectin receptor 1,ADIPOR1
5546,1397519_at,0.449,0.0801,1.95,-5.02525,0.11599999999999999,Adipor2,adiponectin receptor 2,ADIPOR2
13449,1369630_at,0.75,0.325,1.04,-6.21893,0.0963,Adk,adenosine kinase,ADK
274,1387219_at,0.0085,7.54e-05,-6.54,1.96438,-0.665,Adm,adrenomedullin,ADM
3704,1389088_at,0.332,0.0395,2.38,-4.35813,0.193,Adnp,activity-dependent neuroprotector homeobox,ADNP
7169,1391528_at,0.537,0.124,1.69,-5.420730000000001,0.131,Adnp2,ADNP homeobox 2,ADNP2
19209,1382869_at,0.866,0.535,0.643,-6.554139999999999,0.0923,Ado,2-aminoethanethiol dioxygenase,ADO
23235,1370584_a_at,0.925,0.691,0.409,-6.68415,0.0328,Adora1,adenosine A1 receptor,ADORA1
11977,1387395_at,0.7070000000000001,0.272,1.16,-6.0845199999999995,0.0976,Adora2b,adenosine A2B receptor,ADORA2B
2273,1377952_at,0.213,0.0156,-2.93,-3.4476400000000003,-0.358,Adpgk,ADP-dependent glucokinase,ADPGK
8134,1370505_at,0.5770000000000001,0.151,-1.56,-5.5957,-0.136,Adprh,ADP-ribosylarginine hydrolase,ADPRH
559,1374166_at,0.0346,0.000624,4.96,-0.18725,0.754,Adprhl1,ADP-ribosylhydrolase like 1,ADPRHL1
8217,1372634_at,0.5820000000000001,0.154,-1.55,-5.61181,-0.145,Adprhl2,ADP-ribosylhydrolase like 2,ADPRHL2
12626,1392960_at,0.727,0.295,-1.11,-6.1475599999999995,-0.0913,Adprm,"ADP-ribose/CDP-alcohol diphosphatase, manganese-dependent",ADPRM
15465,1368574_at,0.797,0.396,0.887,-6.3628,0.127,Adra1b,adrenoceptor alpha 1B,ADRA1B
4181,1369806_at,0.36200000000000004,0.0486,2.25,-4.55701,0.129,Adrb1,adrenoceptor beta 1,ADRB1
13889,1369115_at,0.762,0.34,1.0,-6.25405,0.0984,Adrb2,adrenoceptor beta 2,ADRB2
23758,1367868_at,0.9309999999999999,0.711,-0.382,-6.6958899999999995,-0.0281,Adrm1,adhesion regulating molecule 1,ADRM1
4157,1376091_at,0.359,0.048,-2.26,-4.54518,-0.131,Adsl,adenylosuccinate lyase,ADSL
9819,1375587_at,0.6409999999999999,0.20199999999999999,-1.37,-5.84508,-0.0849,Adss,adenylosuccinate synthase,ADSS
7704,1372301_at,0.5589999999999999,0.138,1.61,-5.51949,0.293,Aebp1,AE binding protein 1,AEBP1
12293,1371996_at,0.7190000000000001,0.284,-1.13,-6.11773,-0.11699999999999999,Aebp2,AE binding protein 2,AEBP2
1677,1383491_at,0.157,0.008459999999999999,-3.29,-2.83776,-0.299,Aen,apoptosis enhancing nuclease,AEN
11634,1375717_at,0.695,0.26,-1.2,-6.04812,-0.0823,Aes,amino-terminal enhancer of split,AES
842,1374618_at,0.0702,0.0019,4.22,-1.3253,0.316,Aff1,"AF4/FMR2 family, member 1",AFF1
5358,1374548_at,0.439,0.0757,1.99,-4.97345,0.21899999999999997,Aff4,"AF4/FMR2 family, member 4",AFF4
3124,1375022_at,0.292,0.0293,2.55,-4.06875,0.163,Afg3l2,AFG3 like matrix AAA peptidase subunit 2,AFG3L2
6771,1372421_at,0.516,0.11199999999999999,-1.75,-5.3349,-0.17800000000000002,Aga,aspartylglucosaminidase,AGA
14822,1383278_at,0.782,0.373,0.934,-6.3196900000000005,0.0971,Agap1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",AGAP1
9072,1390262_a_at,0.61,0.17800000000000002,-1.45,-5.73683,-0.093,Agap3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",AGAP3
5269,1383158_at,0.434,0.0735,-2.01,-4.94606,-0.21100000000000002,Agfg1,ArfGAP with FG repeats 1,AGFG1
28240,1379802_at,0.976,0.8859999999999999,-0.147,-6.76284,-0.0121,Agfg2,ArfGAP with FG repeats 2,AGFG2
7949,1373925_at,0.57,0.146,-1.58,-5.56405,-0.125,Agk,acylglycerol kinase,AGK
844,1395414_at,0.0703,0.0019100000000000002,-4.21,-1.33054,-0.41700000000000004,Agl,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",AGL
9644,1368867_at,0.635,0.19699999999999998,1.39,-5.82252,0.196,Ago2,"argonaute 2, RISC catalytic component",AGO2
13033,1392763_at,0.736,0.309,-1.07,-6.18122,-0.10300000000000001,Agpat1,1-acylglycerol-3-phosphate O-acyltransferase 1,AGPAT1
3008,1374570_at,0.282,0.0272,-2.6,-3.99769,-0.498,Agpat2,1-acylglycerol-3-phosphate O-acyltransferase 2,AGPAT2
5211,1396569_at,0.43,0.072,2.02,-4.9267199999999995,0.111,Agpat3,1-acylglycerol-3-phosphate O-acyltransferase 3,AGPAT3
1695,1368194_at,0.158,0.008620000000000001,3.28,-2.85675,0.325,Agpat4,1-acylglycerol-3-phosphate O-acyltransferase 4,AGPAT4
855,1395940_at,0.0708,0.00195,-4.2,-1.35001,-0.336,Agpat5,1-acylglycerol-3-phosphate O-acyltransferase 5,AGPAT5
22184,1370307_at,0.9129999999999999,0.6509999999999999,0.466,-6.65762,0.0431,Agrn,agrin,AGRN
18710,1387811_at,0.86,0.518,-0.6709999999999999,-6.53469,-0.0711,Agt,angiotensinogen,AGT
1472,1383759_at,0.135,0.006409999999999999,-3.46,-2.5577099999999997,-0.21899999999999997,Agtpbp1,ATP/GTP binding protein 1,AGTPBP1
2465,1382272_at,0.23,0.0182,-2.83,-3.60287,-0.191,Agtrap,angiotensin II receptor-associated protein,AGTRAP
13285,1367798_at,0.745,0.318,-1.05,-6.204619999999999,-0.0682,Ahcy,adenosylhomocysteinase,AHCY
2623,1383004_at,0.244,0.0206,-2.76,-3.7241,-0.209,Ahcyl1,adenosylhomocysteinase-like 1,AHCYL1
7900,1380237_at,0.568,0.14400000000000002,1.59,-5.556030000000001,0.155,Ahcyl2,adenosylhomocysteinase-like 2,AHCYL2
10586,1394895_at,0.664,0.226,-1.29,-5.93619,-0.10400000000000001,Ahi1,Abelson helper integration site 1,AHI1
22677,1369147_at,0.9179999999999999,0.67,0.44,-6.670210000000001,0.0297,Ahr,aryl hydrocarbon receptor,AHR
22111,1380746_at,0.912,0.649,0.47,-6.65555,0.0387,Ahrr,aryl-hydrocarbon receptor repressor,AHRR
28694,1370321_at,0.9790000000000001,0.904,-0.124,-6.766210000000001,-0.00646,Aifm1,"apoptosis inducing factor, mitochondria associated 1",AIFM1
11769,1374346_at,0.6990000000000001,0.265,-1.18,-6.062530000000001,-0.151,Aifm2,"apoptosis inducing factor, mitochondria associated 2",AIFM2
21156,1381824_at,0.895,0.609,-0.529,-6.62455,-0.0259,Aig1,androgen-induced 1,AIG1
26243,1379810_at,0.9570000000000001,0.8079999999999999,0.25,-6.74063,0.0254,Aimp1,aminoacyl tRNA synthetase complex-interacting multifunctional protein 1,AIMP1
14335,1388922_at,0.772,0.35600000000000004,-0.97,-6.28608,-0.0791,Aip,aryl-hydrocarbon receptor-interacting protein,AIP
513,1373122_at,0.0297,0.000491,5.13,0.05679,0.306,Ajuba,ajuba LIM protein,AJUBA
764,1386954_at,0.061,0.0015,-4.37,-1.08392,-0.36,Ak2,adenylate kinase 2,AK2
680,1368095_at,0.0492,0.00108,-4.59,-0.74438,-0.261,Ak3,adenylate kinase 3,AK3
22983,1398285_at,0.922,0.6809999999999999,-0.423,-6.678,-0.0301,Ak4,adenylate kinase 4,AK4
14762,1398621_at,0.78,0.37,-0.9390000000000001,-6.3150900000000005,-0.0725,Ak7,adenylate kinase 7,AK7
10593,1388070_a_at,0.664,0.226,-1.29,-5.93695,-0.175,Akap1,A-kinase anchoring protein 1,AKAP1
15642,1385543_at,0.8009999999999999,0.40299999999999997,0.875,-6.37367,0.0697,Akap10,A-kinase anchoring protein 10,AKAP10
12319,1390883_at,0.7190000000000001,0.285,-1.13,-6.120080000000001,-0.152,Akap11,A-kinase anchoring protein 11,AKAP11
9849,1368869_at,0.642,0.203,1.36,-5.8486199999999995,0.13699999999999998,Akap12,A-kinase anchoring protein 12,AKAP12
1887,1398369_at,0.177,0.0107,3.15,-3.07678,0.298,Akap13,A-kinase anchoring protein 13,AKAP13
750,1382206_a_at,0.0594,0.00144,4.4,-1.0383200000000001,0.405,Akap2,A-kinase anchoring protein 2,AKAP2
16752,1381783_at,0.8220000000000001,0.44299999999999995,0.8,-6.4374400000000005,0.0606,Akap3,A-kinase anchoring protein 3,AKAP3
15332,1387493_at,0.794,0.392,0.897,-6.35416,0.0542,Akap5,A-kinase anchoring protein 5,AKAP5
10800,1369326_at,0.67,0.233,-1.27,-5.95902,-0.11900000000000001,Akap6,A-kinase anchoring protein 6,AKAP6
13916,1389496_at,0.762,0.341,-1.0,-6.2554300000000005,-0.0768,Akap7,A-kinase anchoring protein 7,AKAP7
29073,1370911_at,0.982,0.9179999999999999,-0.105,-6.7685699999999995,-0.009729999999999999,Akap8,A-kinase anchoring protein 8,AKAP8
12488,1375813_at,0.725,0.29100000000000004,1.12,-6.13636,0.0572,Akap8l,A-kinase anchoring protein 8 like,AKAP8L
17494,1384857_at,0.838,0.47100000000000003,0.7490000000000001,-6.47746,0.0832,Akap9,A-kinase anchoring protein 9,AKAP9
11718,1383176_at,0.698,0.263,-1.19,-6.05745,-0.23600000000000002,Akip1,A-kinase interacting protein 1,AKIP1
5654,1398753_at,0.456,0.0829,-1.93,-5.05673,-0.128,Akr1a1,aldo-keto reductase family 1 member A1,AKR1A1
3458,1383126_at,0.312,0.0347,-2.45,-4.23265,-0.174,Akt1,AKT serine/threonine kinase 1,AKT1
